Date,SPY
2016-07-05,177.5264129638672
2016-07-06,178.59120178222656
2016-07-07,178.4803466796875
2016-07-08,181.1380615234375
2016-07-11,181.7769317626953
2016-07-12,183.0972442626953
2016-07-13,183.0717010498047
2016-07-14,184.09390258789062
2016-07-15,183.8468475341797
2016-07-18,184.34088134765625
2016-07-19,184.15350341796875
2016-07-20,184.92013549804688
2016-07-21,184.2216339111328
2016-07-22,185.04794311523438
2016-07-25,184.54534912109375
2016-07-26,184.63050842285156
2016-07-27,184.4346160888672
2016-07-28,184.6475372314453
2016-07-29,184.94569396972656
2016-08-01,184.79232788085938
2016-08-02,183.60830688476562
2016-08-03,184.14495849609375
2016-08-04,184.34088134765625
2016-08-05,185.84857177734375
2016-08-08,185.7378692626953
2016-08-09,185.84857177734375
2016-08-10,185.38861083984375
2016-08-11,186.2489776611328
2016-08-12,186.08714294433594
2016-08-15,186.62374877929688
2016-08-16,185.6612548828125
2016-08-17,186.010498046875
2016-08-18,186.42784118652344
2016-08-19,186.15524291992188
2016-08-22,186.146728515625
2016-08-23,186.5215301513672
2016-08-24,185.56756591796875
2016-08-25,185.43971252441406
2016-08-26,185.09046936035156
2016-08-29,186.00193786621094
2016-08-30,185.69529724121094
2016-08-31,185.16714477539062
2016-09-01,185.17564392089844
2016-09-02,186.010498046875
2016-09-06,186.5726776123047
2016-09-07,186.55563354492188
2016-09-08,186.12966918945312
2016-09-09,181.67471313476562
2016-09-12,184.28126525878906
2016-09-13,181.63214111328125
2016-09-14,181.56399536132812
2016-09-15,183.3783721923828
2016-09-16,182.66949462890625
2016-09-19,182.70372009277344
2016-09-20,182.7123260498047
2016-09-21,184.76695251464844
2016-09-22,185.9313201904297
2016-09-23,184.9125213623047
2016-09-26,183.41433715820312
2016-09-27,184.5529327392578
2016-09-28,185.46902465820312
2016-09-29,183.7909698486328
2016-09-30,185.1779022216797
2016-10-03,184.7327117919922
2016-10-04,183.7909698486328
2016-10-05,184.6042938232422
2016-10-06,184.7327117919922
2016-10-07,184.09921264648438
2016-10-10,185.05799865722656
2016-10-11,182.72084045410156
2016-10-12,182.96058654785156
2016-10-13,182.3612518310547
2016-10-14,182.45542907714844
2016-10-17,181.8218994140625
2016-10-18,182.96058654785156
2016-10-19,183.44854736328125
2016-10-20,183.1061248779297
2016-10-21,183.1917266845703
2016-10-24,183.97073364257812
2016-10-25,183.35440063476562
2016-10-26,182.98622131347656
2016-10-27,182.4982452392578
2016-10-28,181.9589080810547
2016-10-31,181.96742248535156
2016-11-01,180.64901733398438
2016-11-02,179.5618133544922
2016-11-03,178.73988342285156
2016-11-04,178.54302978515625
2016-11-07,182.48118591308594
2016-11-08,183.30300903320312
2016-11-09,185.24639892578125
2016-11-10,185.70867919921875
2016-11-11,185.28060913085938
2016-11-14,185.42620849609375
2016-11-15,186.87301635742188
2016-11-16,186.52194213867188
2016-11-17,187.48086547851562
2016-11-18,187.06137084960938
2016-11-21,188.47390747070312
2016-11-22,188.84207153320312
2016-11-23,188.9447784423828
2016-11-25,189.64682006835938
2016-11-28,188.7564239501953
2016-11-29,189.12457275390625
2016-11-30,188.67088317871094
2016-12-01,187.9774169921875
2016-12-02,188.07156372070312
2016-12-05,189.2016143798828
2016-12-06,189.80099487304688
2016-12-07,192.28366088867188
2016-12-08,192.75453186035156
2016-12-09,193.91883850097656
2016-12-12,193.69625854492188
2016-12-13,194.98902893066406
2016-12-14,193.3794708251953
2016-12-15,194.1757049560547
2016-12-16,193.79588317871094
2016-12-19,194.21788024902344
2016-12-20,194.96710205078125
2016-12-21,194.42459106445312
2016-12-22,194.0886993408203
2016-12-23,194.37294006347656
2016-12-27,194.8551788330078
2016-12-28,193.24472045898438
2016-12-29,193.20172119140625
2016-12-30,192.49551391601562
2017-01-03,193.96812438964844
2017-01-04,195.1221160888672
2017-01-05,194.96710205078125
2017-01-06,195.6646728515625
2017-01-09,195.01878356933594
2017-01-10,195.01878356933594
2017-01-11,195.5699005126953
2017-01-12,195.0790557861328
2017-01-13,195.52685546875
2017-01-17,194.837890625
2017-01-18,195.2684783935547
2017-01-19,194.545166015625
2017-01-20,195.2598419189453
2017-01-23,194.75181579589844
2017-01-24,196.00047302246094
2017-01-25,197.69699096679688
2017-01-26,197.49032592773438
2017-01-27,197.18028259277344
2017-01-30,195.9573974609375
2017-01-31,195.94020080566406
2017-02-01,196.01773071289062
2017-02-02,196.1468963623047
2017-02-03,197.49888610839844
2017-02-06,197.1458282470703
2017-02-07,197.1544189453125
2017-02-08,197.4127960205078
2017-02-09,198.58399963378906
2017-02-10,199.3676300048828
2017-02-13,200.4527130126953
2017-02-14,201.25357055664062
2017-02-15,202.3042449951172
2017-02-16,202.1319580078125
2017-02-17,202.4506072998047
2017-02-21,203.65628051757812
2017-02-22,203.4754180908203
2017-02-23,203.61314392089844
2017-02-24,203.87144470214844
2017-02-27,204.1901397705078
2017-02-28,203.63902282714844
2017-03-01,206.48944091796875
2017-03-02,205.18902587890625
2017-03-03,205.3182830810547
2017-03-06,204.70680236816406
2017-03-07,204.09542846679688
2017-03-08,203.7165069580078
2017-03-09,203.97479248046875
2017-03-10,204.6896209716797
2017-03-13,204.79295349121094
2017-03-14,204.00930786132812
2017-03-15,205.77464294433594
2017-03-16,205.36996459960938
2017-03-17,205.0092315673828
2017-03-20,204.7843780517578
2017-03-21,202.1550750732422
2017-03-22,202.6307830810547
2017-03-23,202.41448974609375
2017-03-24,202.2675018310547
2017-03-27,202.0599365234375
2017-03-28,203.53024291992188
2017-03-29,203.72055053710938
2017-03-30,204.3692169189453
2017-03-31,203.8935089111328
2017-04-03,203.53895568847656
2017-04-04,203.6686248779297
2017-04-05,203.063232421875
2017-04-06,203.63400268554688
2017-04-07,203.42642211914062
2017-04-10,203.54754638671875
2017-04-11,203.305419921875
2017-04-12,202.41448974609375
2017-04-13,201.099853515625
2017-04-17,202.881591796875
2017-04-18,202.27615356445312
2017-04-19,201.90423583984375
2017-04-20,203.54754638671875
2017-04-21,202.89886474609375
2017-04-24,205.13034057617188
2017-04-25,206.3239288330078
2017-04-26,206.1942138671875
2017-04-27,206.36717224121094
2017-04-28,205.9173583984375
2017-05-01,206.43634033203125
2017-05-02,206.51417541503906
2017-05-03,206.2633819580078
2017-05-04,206.5055694580078
2017-05-05,207.31857299804688
2017-05-08,207.2840118408203
2017-05-09,207.09365844726562
2017-05-10,207.46563720703125
2017-05-11,207.0417938232422
2017-05-12,206.69581604003906
2017-05-15,207.83749389648438
2017-05-16,207.64723205566406
2017-05-17,203.96273803710938
2017-05-18,204.7843780517578
2017-05-19,206.11630249023438
2017-05-22,207.16287231445312
2017-05-23,207.62130737304688
2017-05-24,208.10562133789062
2017-05-25,209.10028076171875
2017-05-26,209.05702209472656
2017-05-30,208.8754119873047
2017-05-31,208.82354736328125
2017-06-01,210.484130859375
2017-06-02,211.18472290039062
2017-06-05,211.02903747558594
2017-06-06,210.35435485839844
2017-06-07,210.74362182617188
2017-06-08,210.847412109375
2017-06-09,210.52735900878906
2017-06-12,210.484130859375
2017-06-13,211.51341247558594
2017-06-14,211.2452850341797
2017-06-15,210.83872985839844
2017-06-16,210.8848114013672
2017-06-19,212.6404571533203
2017-06-20,211.2063446044922
2017-06-21,211.15423583984375
2017-06-22,211.05860900878906
2017-06-23,211.31069946289062
2017-06-26,211.44976806640625
2017-06-27,209.74623107910156
2017-06-28,211.62355041503906
2017-06-29,209.763671875
2017-06-30,210.15480041503906
2017-07-03,210.5110626220703
2017-07-05,210.99778747558594
2017-07-06,209.06829833984375
2017-07-07,210.42413330078125
2017-07-10,210.650146484375
2017-07-11,210.49371337890625
2017-07-12,212.07546997070312
2017-07-13,212.43190002441406
2017-07-14,213.4226837158203
2017-07-17,213.39659118652344
2017-07-18,213.5095672607422
2017-07-19,214.66554260253906
2017-07-20,214.76112365722656
2017-07-21,214.5699462890625
2017-07-24,214.5177459716797
2017-07-25,215.0391845703125
2017-07-26,215.0479278564453
2017-07-27,214.8480224609375
2017-07-28,214.59596252441406
2017-07-31,214.4742889404297
2017-08-01,214.9523468017578
2017-08-02,215.05661010742188
2017-08-03,214.63941955566406
2017-08-04,215.03054809570312
2017-08-07,215.4303436279297
2017-08-08,214.90020751953125
2017-08-09,214.89146423339844
2017-08-10,211.85824584960938
2017-08-11,212.171142578125
2017-08-14,214.27444458007812
2017-08-15,214.24832153320312
2017-08-16,214.62210083007812
2017-08-17,211.2759246826172
2017-08-18,210.94561767578125
2017-08-21,211.11085510253906
2017-08-22,213.31832885742188
2017-08-23,212.55355834960938
2017-08-24,212.0581512451172
2017-08-25,212.55355834960938
2017-08-28,212.56224060058594
2017-08-29,212.8055877685547
2017-08-30,213.81375122070312
2017-08-31,215.10008239746094
2017-09-01,215.40423583984375
2017-09-05,213.8572235107422
2017-09-06,214.58731079101562
2017-09-07,214.5612030029297
2017-09-08,214.3091583251953
2017-09-11,216.5950164794922
2017-09-12,217.3250274658203
2017-09-13,217.42930603027344
2017-09-14,217.35980224609375
2017-09-15,217.65240478515625
2017-09-18,218.11529541015625
2017-09-19,218.3336639404297
2017-09-20,218.4123077392578
2017-09-21,217.8271026611328
2017-09-22,217.87081909179688
2017-09-25,217.42529296875
2017-09-26,217.55633544921875
2017-09-27,218.40357971191406
2017-09-28,218.6656036376953
2017-09-29,219.43423461914062
2017-10-02,220.38623046875
2017-10-03,220.8579559326172
2017-10-04,221.11997985839844
2017-10-05,222.43011474609375
2017-10-06,222.17678833007812
2017-10-09,221.80996704101562
2017-10-10,222.3951873779297
2017-10-11,222.74453735351562
2017-10-12,222.41268920898438
2017-10-13,222.6833953857422
2017-10-16,222.98037719726562
2017-10-17,223.1376190185547
2017-10-18,223.35598754882812
2017-10-19,223.41712951660156
2017-10-20,224.5699920654297
2017-10-23,223.69659423828125
2017-10-24,224.08963012695312
2017-10-25,222.98037719726562
2017-10-26,223.26864624023438
2017-10-27,225.0941162109375
2017-10-30,224.25558471679688
2017-10-31,224.6050262451172
2017-11-01,224.9019317626953
2017-11-02,224.9893341064453
2017-11-03,225.74049377441406
2017-11-06,226.08985900878906
2017-11-07,225.9326171875
2017-11-08,226.3169403076172
2017-11-09,225.4958953857422
2017-11-10,225.4259796142578
2017-11-13,225.6356201171875
2017-11-14,225.11163330078125
2017-11-15,223.98487854003906
2017-11-16,225.8889617919922
2017-11-17,225.22512817382812
2017-11-20,225.60943603515625
2017-11-21,227.0855255126953
2017-11-22,226.88465881347656
2017-11-24,227.40870666503906
2017-11-27,227.29518127441406
2017-11-28,229.6010284423828
2017-11-29,229.46128845214844
2017-11-30,231.47019958496094
2017-12-01,230.98974609375
2017-12-04,230.71031188964844
2017-12-05,229.88055419921875
2017-12-06,229.9242706298828
2017-12-07,230.64923095703125
2017-12-08,231.90695190429688
2017-12-11,232.6056671142578
2017-12-12,233.01620483398438
2017-12-13,232.99002075195312
2017-12-14,232.03797912597656
2017-12-15,233.97027587890625
2017-12-18,235.45387268066406
2017-12-19,234.54966735839844
2017-12-20,234.4267578125
2017-12-21,234.90956115722656
2017-12-22,234.84811401367188
2017-12-26,234.56723022460938
2017-12-27,234.6812744140625
2017-12-28,235.1641845703125
2017-12-29,234.2775115966797
2018-01-02,235.95428466796875
2018-01-03,237.44674682617188
2018-01-04,238.44749450683594
2018-01-05,240.0364990234375
2018-01-08,240.47555541992188
2018-01-09,241.0198211669922
2018-01-10,240.65106201171875
2018-01-11,242.40689086914062
2018-01-12,243.9871368408203
2018-01-16,243.15313720703125
2018-01-17,245.4707489013672
2018-01-18,245.0582275390625
2018-01-19,246.17311096191406
2018-01-22,248.17474365234375
2018-01-23,248.7014617919922
2018-01-24,248.6049346923828
2018-01-25,248.71023559570312
2018-01-26,251.5897674560547
2018-01-29,249.92173767089844
2018-01-30,247.35821533203125
2018-01-31,247.48114013671875
2018-02-01,247.20022583007812
2018-02-02,241.8187255859375
2018-02-05,231.70523071289062
2018-02-06,236.27035522460938
2018-02-07,234.9886016845703
2018-02-08,226.1744384765625
2018-02-09,229.57191467285156
2018-02-12,232.94308471679688
2018-02-13,233.5225372314453
2018-02-14,236.67422485351562
2018-02-15,239.69422912597656
2018-02-16,239.76437377929688
2018-02-20,238.26312255859375
2018-02-21,237.07801818847656
2018-02-22,237.38531494140625
2018-02-23,241.1690216064453
2018-02-26,243.9695587158203
2018-02-27,240.9232635498047
2018-02-28,238.48269653320312
2018-03-01,235.01490783691406
2018-03-02,236.2264862060547
2018-03-05,238.95675659179688
2018-03-06,239.5625
2018-03-07,239.4746856689453
2018-03-08,240.633544921875
2018-03-09,244.82102966308594
2018-03-12,244.5138397216797
2018-03-13,242.93359375
2018-03-14,241.68702697753906
2018-03-15,241.42364501953125
2018-03-16,241.68539428710938
2018-03-19,238.41531372070312
2018-03-20,238.82080078125
2018-03-21,238.36244201660156
2018-03-22,232.40411376953125
2018-03-23,227.450439453125
2018-03-26,233.6732635498047
2018-03-27,229.6980743408203
2018-03-28,229.01947021484375
2018-03-29,231.94573974609375
2018-04-02,226.93922424316406
2018-04-03,229.84791564941406
2018-04-04,232.3070831298828
2018-04-05,234.14048767089844
2018-04-06,228.92239379882812
2018-04-09,230.0506591796875
2018-04-10,233.70855712890625
2018-04-11,232.4833984375
2018-04-12,234.3960723876953
2018-04-13,233.70855712890625
2018-04-16,235.63002014160156
2018-04-17,238.1509552001953
2018-04-18,238.3272247314453
2018-04-19,237.00506591796875
2018-04-20,234.9954376220703
2018-04-23,234.96018981933594
2018-04-24,231.7959442138672
2018-04-25,232.36878967285156
2018-04-26,234.73098754882812
2018-04-27,234.9513702392578
2018-04-30,233.14451599121094
2018-05-01,233.5587158203125
2018-05-02,231.98980712890625
2018-05-03,231.47860717773438
2018-05-04,234.47540283203125
2018-05-07,235.26866149902344
2018-05-08,235.26866149902344
2018-05-09,237.5427703857422
2018-05-10,239.7639923095703
2018-05-11,240.49546813964844
2018-05-14,240.6100616455078
2018-05-15,238.95298767089844
2018-05-16,239.95785522460938
2018-05-17,239.75509643554688
2018-05-18,239.15579223632812
2018-05-21,240.95384216308594
2018-05-22,240.2840118408203
2018-05-23,240.94503784179688
2018-05-24,240.45140075683594
2018-05-25,239.8785400390625
2018-05-29,237.11964416503906
2018-05-30,240.2840118408203
2018-05-31,238.8120574951172
2018-06-01,241.1566162109375
2018-06-04,242.30245971679688
2018-06-05,242.47869873046875
2018-06-06,244.5059356689453
2018-06-07,244.4795684814453
2018-06-08,245.20230102539062
2018-06-11,245.5284423828125
2018-06-12,245.84580993652344
2018-06-13,245.06121826171875
2018-06-14,245.67822265625
2018-06-15,245.3647918701172
2018-06-18,244.8601531982422
2018-06-19,243.92169189453125
2018-06-20,244.3378448486328
2018-06-21,242.80601501464844
2018-06-22,243.24880981445312
2018-06-25,239.93751525878906
2018-06-26,240.46865844726562
2018-06-27,238.47654724121094
2018-06-28,239.84010314941406
2018-06-29,240.1853485107422
2018-07-02,240.69886779785156
2018-07-03,239.8489227294922
2018-07-05,241.8056182861328
2018-07-06,243.85086059570312
2018-07-09,246.0465850830078
2018-07-10,246.93191528320312
2018-07-11,245.12576293945312
2018-07-12,247.3480987548828
2018-07-13,247.54283142089844
2018-07-16,247.32150268554688
2018-07-17,248.32203674316406
2018-07-18,248.84432983398438
2018-07-19,247.9059295654297
2018-07-20,247.62249755859375
2018-07-23,248.0830078125
2018-07-24,249.33131408691406
2018-07-25,251.4562225341797
2018-07-26,250.86306762695312
2018-07-27,249.1631317138672
2018-07-30,247.8616485595703
2018-07-31,249.0833740234375
2018-08-01,248.6673126220703
2018-08-02,250.02194213867188
2018-08-03,251.09323120117188
2018-08-06,252.01400756835938
2018-08-07,252.84632873535156
2018-08-08,252.74000549316406
2018-08-09,252.39476013183594
2018-08-10,250.70367431640625
2018-08-13,249.76522827148438
2018-08-14,251.35882568359375
2018-08-15,249.48190307617188
2018-08-16,251.50050354003906
2018-08-17,252.3858642578125
2018-08-20,252.92596435546875
2018-08-21,253.51914978027344
2018-08-22,253.36865234375
2018-08-23,253.0322723388672
2018-08-24,254.55508422851562
2018-08-27,256.5648193359375
2018-08-28,256.6888732910156
2018-08-29,258.07000732421875
2018-08-30,257.02532958984375
2018-08-31,257.0341796875
2018-09-04,256.59149169921875
2018-09-05,255.90086364746094
2018-09-06,255.13058471679688
2018-09-07,254.63475036621094
2018-09-10,255.077392578125
2018-09-11,255.91854858398438
2018-09-12,255.9805145263672
2018-09-13,257.4944763183594
2018-09-14,257.538818359375
2018-09-17,256.17529296875
2018-09-18,257.5653381347656
2018-09-19,257.8398742675781
