Date,XLY
2015-05-18,34.001708984375
2015-05-19,33.99284744262695
2015-05-20,33.95304489135742
2015-05-21,34.08573532104492
2015-05-22,34.028228759765625
2015-05-26,33.78498458862305
2015-05-27,34.037078857421875
2015-05-28,33.97957992553711
2015-05-29,33.745174407958984
2015-06-01,33.84246826171875
2015-06-02,33.917667388916016
2015-06-03,34.18302536010742
2015-06-04,33.93976974487305
2015-06-05,33.84246826171875
2015-06-08,33.60365295410156
2015-06-09,33.568275451660156
2015-06-10,33.913238525390625
2015-06-11,34.028228759765625
2015-06-12,33.873443603515625
2015-06-15,33.71421432495117
2015-06-16,33.917667388916016
2015-06-17,34.07245635986328
2015-06-18,34.4837760925293
2015-06-19,34.36265563964844
2015-06-22,34.55343246459961
2015-06-23,34.690956115722656
2015-06-24,34.45137405395508
2015-06-25,34.42475891113281
2015-06-26,34.56230926513672
2015-06-29,33.781455993652344
2015-06-30,33.932281494140625
2015-07-01,34.31827163696289
2015-07-02,34.2517204284668
2015-07-06,34.18516540527344
2015-07-07,34.48244857788086
2015-07-08,33.8258056640625
2015-07-09,33.9677734375
2015-07-10,34.46025848388672
2015-07-13,34.9571647644043
2015-07-14,35.00154113769531
2015-07-15,34.96604919433594
2015-07-16,35.17900466918945
2015-07-17,35.11690139770508
2015-07-20,35.13462448120117
2015-07-21,35.02372360229492
2015-07-22,35.19232177734375
2015-07-23,34.98377990722656
2015-07-24,34.98377990722656
2015-07-27,34.72203063964844
2015-07-28,34.99267578125
2015-07-29,35.35204315185547
2015-07-30,35.48069763183594
2015-07-31,35.59162902832031
2015-08-03,35.47182846069336
2015-08-04,35.622684478759766
2015-08-05,35.236690521240234
2015-08-06,34.75749969482422
2015-08-07,34.73089599609375
2015-08-10,35.010406494140625
2015-08-11,34.69538879394531
2015-08-12,34.544551849365234
2015-08-13,34.744205474853516
2015-08-14,34.766380310058594
2015-08-17,35.09914779663086
2015-08-18,35.130210876464844
2015-08-19,35.068077087402344
2015-08-20,34.083126068115234
2015-08-21,32.99168395996094
2015-08-24,31.673980712890625
2015-08-25,31.545299530029297
2015-08-26,32.74324035644531
2015-08-27,33.51079559326172
2015-08-28,33.52409362792969
2015-08-31,33.26677703857422
2015-09-01,32.423789978027344
2015-09-02,33.10704803466797
2015-09-03,33.12034606933594
2015-09-04,32.765411376953125
2015-09-08,33.52409362792969
2015-09-09,33.164710998535156
2015-09-10,33.25788879394531
2015-09-11,33.506343841552734
2015-09-14,33.328880310058594
2015-09-15,33.67939376831055
2015-09-16,34.060943603515625
2015-09-17,34.149681091308594
2015-09-18,33.60593032836914
2015-09-21,33.899837493896484
2015-09-22,33.45003890991211
2015-09-23,33.36096954345703
2015-09-24,33.27190399169922
2015-09-25,33.26744079589844
2015-09-28,32.30995559692383
2015-09-29,32.203067779541016
2015-09-30,33.07150650024414
2015-10-01,33.31643295288086
2015-10-02,33.79294967651367
2015-10-05,34.291748046875
2015-10-06,34.037899017333984
2015-10-07,34.15369415283203
2015-10-08,34.57231140136719
2015-10-09,34.61240768432617
2015-10-12,34.77716827392578
2015-10-13,34.59013366699219
2015-10-14,34.23831558227539
2015-10-15,34.683658599853516
2015-10-16,34.86623764038086
2015-10-19,35.031036376953125
2015-10-20,34.986488342285156
2015-10-21,34.83061981201172
2015-10-22,35.2893180847168
2015-10-23,35.4630126953125
2015-10-26,35.7123908996582
2015-10-27,35.54317092895508
2015-10-28,35.88164138793945
2015-10-29,35.98406982421875
2015-10-30,36.059776306152344
2015-11-02,36.224552154541016
2015-11-03,36.36260986328125
2015-11-04,36.126583099365234
2015-11-05,36.255733489990234
2015-11-06,36.26018524169922
2015-11-09,35.76139450073242
2015-11-10,36.09986114501953
2015-11-11,35.88609313964844
2015-11-12,35.55208206176758
2015-11-13,34.61686325073242
2015-11-16,35.03547668457031
2015-11-17,35.10227966308594
2015-11-18,35.70349884033203
2015-11-19,35.74803161621094
2015-11-20,36.175575256347656
2015-11-23,36.30916976928711
2015-11-24,36.23345184326172
2015-11-25,36.41605758666992
2015-11-27,36.282447814941406
2015-11-30,35.975162506103516
2015-12-01,36.34480285644531
2015-12-02,36.02859878540039
2015-12-03,35.48527908325195
2015-12-04,36.17111587524414
2015-12-07,36.019683837890625
2015-12-08,35.912811279296875
2015-12-09,35.4541130065918
2015-12-10,35.574344635009766
2015-12-11,34.76382064819336
2015-12-14,34.94195556640625
2015-12-15,35.13345718383789
2015-12-16,35.72130584716797
2015-12-17,35.13345718383789
2015-12-18,34.5811653137207
2015-12-21,34.75558853149414
2015-12-22,35.010467529296875
2015-12-23,35.18935012817383
2015-12-24,35.09544372558594
2015-12-28,35.18487548828125
2015-12-29,35.59182357788086
2015-12-30,35.30561828613281
2015-12-31,34.952335357666016
2016-01-04,34.35310363769531
2016-01-05,34.30839157104492
2016-01-06,33.97298812866211
2016-01-07,33.27538299560547
2016-01-08,32.91762161254883
2016-01-11,33.176998138427734
2016-01-12,33.54369354248047
2016-01-13,32.412296295166016
2016-01-14,32.64482879638672
2016-01-15,31.974058151245117
2016-01-19,32.09479904174805
2016-01-20,31.813072204589844
2016-01-21,32.22001266479492
2016-01-22,32.783485412597656
2016-01-25,32.4078254699707
2016-01-26,32.881858825683594
2016-01-27,32.367591857910156
2016-01-28,32.783485412597656
2016-01-29,33.1412239074707
2016-02-01,33.34245681762695
2016-02-02,32.69404602050781
2016-02-03,32.60906219482422
2016-02-04,32.42124938964844
2016-02-05,31.37482452392578
2016-02-08,30.766643524169922
2016-02-09,30.717451095581055
2016-02-10,30.66378402709961
2016-02-11,30.64589500427246
2016-02-12,31.209373474121094
2016-02-16,31.965112686157227
2016-02-17,32.653785705566406
2016-02-18,32.43913650512695
2016-02-19,32.52857208251953
2016-02-22,33.159114837646484
2016-02-23,32.97576904296875
2016-02-24,33.168052673339844
2016-02-25,33.49897003173828
2016-02-26,33.46320343017578
2016-02-29,33.28879928588867
2016-03-01,34.16976547241211
2016-03-02,34.138458251953125
2016-03-03,34.339683532714844
2016-03-04,34.30839157104492
2016-03-07,34.16081619262695
2016-03-08,33.89250564575195
2016-03-09,33.959571838378906
2016-03-10,34.04453659057617
2016-03-11,34.56776809692383
2016-03-14,34.69744110107422
2016-03-15,34.688507080078125
2016-03-16,34.970218658447266
2016-03-17,35.0194206237793
2016-03-18,35.06475830078125
2016-03-21,35.08272933959961
2016-03-22,35.02436447143555
2016-03-23,34.77739715576172
2016-03-24,34.822288513183594
2016-03-28,34.97947692871094
2016-03-29,35.33419418334961
2016-03-30,35.55869674682617
2016-03-31,35.51829528808594
2016-04-01,35.666473388671875
2016-04-04,35.388065338134766
2016-04-05,35.08721923828125
2016-04-06,35.419498443603516
2016-04-07,35.019866943359375
2016-04-08,34.96598815917969
2016-04-11,34.83576583862305
2016-04-12,35.1006965637207
2016-04-13,35.594627380371094
2016-04-14,35.594627380371094
2016-04-15,35.69340515136719
2016-04-18,36.030189514160156
2016-04-19,35.832618713378906
2016-04-20,35.87752151489258
2016-04-21,35.75178909301758
2016-04-22,35.67993927001953
2016-04-25,35.720367431640625
2016-04-26,35.805667877197266
2016-04-27,35.769752502441406
2016-04-28,35.383583068847656
2016-04-29,35.56319046020508
2016-05-02,36.06161880493164
2016-05-03,35.72934341430664
2016-05-04,35.56769561767578
2016-05-05,35.338680267333984
2016-05-06,35.59912109375
2016-05-09,35.69790267944336
2016-05-10,36.15591812133789
2016-05-11,35.4284782409668
2016-05-12,35.49584197998047
2016-05-13,35.073753356933594
2016-05-16,35.29378128051758
2016-05-17,34.894142150878906
2016-05-18,34.69208908081055
2016-05-19,34.66063690185547
2016-05-20,34.8896484375
2016-05-23,34.76840591430664
2016-05-24,35.18600845336914
2016-05-25,35.37909698486328
2016-05-26,35.45093536376953
2016-05-27,35.61708450317383
2016-05-31,35.581153869628906
2016-06-01,35.55869674682617
2016-06-02,35.75627899169922
2016-06-03,35.52278137207031
2016-06-06,35.61259078979492
2016-06-07,35.657501220703125
2016-06-08,35.69790267944336
2016-06-09,35.61708450317383
2016-06-10,35.24437713623047
2016-06-13,35.05131530761719
2016-06-14,34.961490631103516
2016-06-15,35.06028747558594
2016-06-16,35.17252731323242
2016-06-17,35.117122650146484
2016-06-20,35.43254852294922
2016-06-21,35.3514289855957
2016-06-22,35.3018684387207
2016-06-23,35.64884567260742
2016-06-24,34.32402038574219
2016-06-27,33.693145751953125
2016-06-28,34.36457443237305
2016-06-29,34.918827056884766
2016-06-30,35.17568588256836
2016-07-01,35.54069900512695
2016-07-05,35.25231170654297
2016-07-06,35.554229736328125
2016-07-07,35.707427978515625
2016-07-08,36.329280853271484
2016-07-11,36.54109191894531
2016-07-12,36.685279846191406
2016-07-13,36.505035400390625
2016-07-14,36.65373229980469
2016-07-15,36.49150848388672
2016-07-18,36.63120651245117
2016-07-19,36.563621520996094
2016-07-20,36.71683120727539
2016-07-21,36.6176872253418
2016-07-22,36.77090072631836
2016-07-25,36.82948303222656
2016-07-26,36.7844123840332
2016-07-27,36.67176055908203
2016-07-28,36.73935317993164
2016-07-29,36.7798957824707
2016-08-01,36.8385009765625
2016-08-02,36.28874206542969
2016-08-03,36.39238357543945
2016-08-04,36.37434005737305
2016-08-05,36.757389068603516
2016-08-08,36.63571548461914
2016-08-09,36.52756881713867
2016-08-10,36.60417938232422
2016-08-11,36.969181060791016
2016-08-12,36.95115661621094
2016-08-15,37.02326583862305
2016-08-16,36.811466217041016
2016-08-17,36.725833892822266
2016-08-18,36.703311920166016
2016-08-19,36.725833892822266
2016-08-22,36.689796447753906
2016-08-23,36.87454605102539
2016-08-24,36.698795318603516
2016-08-25,36.57713317871094
2016-08-26,36.473487854003906
2016-08-29,36.599666595458984
2016-08-30,36.396873474121094
2016-08-31,36.302249908447266
2016-09-01,36.37434005737305
2016-09-02,36.446449279785156
2016-09-06,36.514041900634766
2016-09-07,36.53207778930664
2016-09-08,36.216644287109375
2016-09-09,35.3424186706543
2016-09-12,35.838111877441406
2016-09-13,35.32889938354492
2016-09-14,35.33341598510742
2016-09-15,35.59027862548828
2016-09-16,35.513362884521484
2016-09-19,35.48622512817383
2016-09-20,35.513362884521484
2016-09-21,35.857147216796875
2016-09-22,36.1195068359375
2016-09-23,36.03807830810547
2016-09-26,35.64003372192383
2016-09-27,36.00189971923828
2016-09-28,36.101409912109375
2016-09-29,35.915958404541016
2016-09-30,36.205440521240234
2016-10-03,36.182838439941406
2016-10-04,36.05617904663086
2016-10-05,36.205440521240234
2016-10-06,36.23258590698242
2016-10-07,36.06975173950195
2016-10-10,36.12856674194336
2016-10-11,35.689781188964844
2016-10-12,35.857147216796875
2016-10-13,35.72596740722656
2016-10-14,35.685264587402344
2016-10-17,35.391239166259766
2016-10-18,35.626468658447266
2016-10-19,35.784767150878906
2016-10-20,35.71692657470703
2016-10-21,36.00189971923828
2016-10-24,36.25973129272461
2016-10-25,35.834529876708984
2016-10-26,35.68074417114258
2016-10-27,35.382198333740234
2016-10-28,35.30076217651367
2016-10-31,35.327903747558594
2016-11-01,35.07912063598633
2016-11-02,34.86652374267578
2016-11-03,34.77604675292969
2016-11-04,34.708213806152344
2016-11-07,35.50883865356445
2016-11-08,35.65359878540039
2016-11-09,35.72596740722656
2016-11-10,35.857147216796875
2016-11-11,36.06070327758789
2016-11-14,36.06523513793945
2016-11-15,36.205440521240234
2016-11-16,36.40449142456055
2016-11-17,36.843265533447266
2016-11-18,36.73017120361328
2016-11-21,36.969905853271484
2016-11-22,37.4086799621582
2016-11-23,37.44487762451172
2016-11-25,37.53533935546875
2016-11-28,37.236793518066406
2016-11-29,37.33631896972656
2016-11-30,37.024200439453125
2016-12-01,37.04228210449219
2016-12-02,36.8387336730957
2016-12-05,37.241310119628906
2016-12-06,37.32725524902344
2016-12-07,38.051002502441406
2016-12-08,38.051002502441406
2016-12-09,38.1369514465332
2016-12-12,37.82030487060547
2016-12-13,38.15958023071289
2016-12-14,37.90174102783203
2016-12-15,37.81126403808594
2016-12-16,37.62562561035156
2016-12-19,37.72572326660156
2016-12-20,38.02605438232422
2016-12-21,38.00782012939453
2016-12-22,37.59831237792969
2016-12-23,37.51641082763672
2016-12-27,37.66201400756836
2016-12-28,37.40266418457031
2016-12-29,37.35261154174805
2016-12-30,37.03864288330078
2017-01-03,37.25706100463867
2017-01-04,37.75302505493164
2017-01-05,37.72572326660156
2017-01-06,37.91227722167969
2017-01-09,37.880428314208984
2017-01-10,38.016944885253906
2017-01-11,38.09884262084961
2017-01-12,38.06243896484375
2017-01-13,38.2034912109375
2017-01-17,38.26719665527344
2017-01-18,38.19894790649414
2017-01-19,38.080650329589844
2017-01-20,38.189849853515625
2017-01-23,38.2171516418457
2017-01-24,38.53111267089844
2017-01-25,38.76772689819336
2017-01-26,38.82686996459961
2017-01-27,38.70402908325195
2017-01-30,38.65851974487305
2017-01-31,38.599361419677734
2017-02-01,38.526554107666016
2017-02-02,38.49470901489258
2017-02-03,38.44464874267578
2017-02-06,38.33090591430664
2017-02-07,38.294498443603516
2017-02-08,38.53111267089844
2017-02-09,38.77227020263672
2017-02-10,39.008888244628906
2017-02-13,39.054386138916016
2017-02-14,39.2773323059082
2017-02-15,39.48208999633789
2017-02-16,39.281898498535156
2017-02-17,39.409305572509766
2017-02-21,39.63679504394531
2017-02-22,39.63679504394531
2017-02-23,39.368343353271484
2017-02-24,39.55034637451172
2017-02-27,39.59585952758789
2017-02-28,39.30009841918945
2017-03-01,39.741455078125
2017-03-02,39.64590835571289
2017-03-03,39.586753845214844
2017-03-06,39.459346771240234
2017-03-07,39.33195114135742
2017-03-08,39.495758056640625
2017-03-09,39.459346771240234
2017-03-10,39.518516540527344
2017-03-13,39.62316131591797
2017-03-14,39.61405944824219
2017-03-15,39.823360443115234
2017-03-16,39.81881332397461
2017-03-17,39.86947250366211
2017-03-20,39.77362823486328
2017-03-21,39.27161407470703
2017-03-22,39.3172607421875
2017-03-23,39.40852355957031
2017-03-24,39.50436019897461
2017-03-27,39.49067306518555
2017-03-28,39.79188919067383
2017-03-29,40.029205322265625
2017-03-30,40.134178161621094
2017-03-31,40.138729095458984
2017-04-03,39.97900390625
2017-04-04,39.915103912353516
2017-04-05,39.819271087646484
2017-04-06,39.9424934387207
2017-04-07,39.82383728027344
2017-04-10,39.96989059448242
2017-04-11,39.937931060791016
2017-04-12,39.77820587158203
2017-04-13,39.49980545043945
2017-04-17,39.9059944152832
2017-04-18,39.910545349121094
2017-04-19,39.94705581665039
2017-04-20,40.36692810058594
2017-04-21,40.27566909790039
2017-04-24,40.53578186035156
2017-04-25,40.855255126953125
2017-04-26,41.046939849853516
2017-04-27,41.265995025634766
2017-04-28,41.10170364379883
2017-05-01,41.156471252441406
2017-05-02,41.202110290527344
2017-05-03,40.960205078125
2017-05-04,40.89633560180664
2017-05-05,41.15190887451172
2017-05-08,41.2294807434082
2017-05-09,41.46681213378906
2017-05-10,41.32533645629883
2017-05-11,41.07889175415039
2017-05-12,41.01955032348633
2017-05-15,41.0286865234375
2017-05-16,40.887203216552734
2017-05-17,40.22544860839844
2017-05-18,40.458213806152344
2017-05-19,40.73204040527344
2017-05-22,40.93739318847656
2017-05-23,40.7822265625
2017-05-24,40.92827224731445
2017-05-25,41.2888298034668
2017-05-26,41.412052154541016
2017-05-30,41.44399642944336
2017-05-31,41.55352020263672
2017-06-01,41.94599914550781
2017-06-02,42.096622467041016
2017-06-05,41.982521057128906
2017-06-06,41.62196731567383
2017-06-07,41.69499969482422
2017-06-08,41.425743103027344
2017-06-09,41.24318313598633
2017-06-12,41.2203483581543
2017-06-13,41.475929260253906
2017-06-14,41.45310974121094
2017-06-15,41.27969741821289
2017-06-16,41.268253326416016
2017-06-19,41.58412551879883
2017-06-20,41.06224060058594
2017-06-21,41.1263427734375
2017-06-22,41.03019714355469
2017-06-23,40.97984313964844
2017-06-26,41.1263427734375
2017-06-27,40.80132293701172
2017-06-28,41.21331787109375
2017-06-29,40.815059661865234
2017-06-30,41.03019714355469
2017-07-03,40.98899841308594
2017-07-05,40.888301849365234
2017-07-06,40.47172927856445
2017-07-07,40.833370208740234
2017-07-10,40.92034149169922
2017-07-11,40.83794403076172
2017-07-12,41.149227142333984
2017-07-13,41.153812408447266
2017-07-14,41.286563873291016
2017-07-17,41.387271881103516
2017-07-18,41.57495880126953
2017-07-19,41.77637481689453
2017-07-20,41.689395904541016
2017-07-21,41.71685791015625
2017-07-24,41.57495880126953
2017-07-25,41.86792755126953
2017-07-26,41.8496208190918
2017-07-27,42.15632629394531
2017-07-28,41.83588409423828
2017-07-31,41.8221549987793
2017-08-01,41.89540100097656
2017-08-02,41.78095245361328
2017-08-03,41.66650390625
2017-08-04,41.67109298706055
2017-08-07,41.76721954345703
2017-08-08,41.790122985839844
2017-08-09,41.5474967956543
2017-08-10,40.92491912841797
2017-08-11,41.135501861572266
2017-08-14,41.428462982177734
2017-08-15,41.048526763916016
2017-08-16,41.25909423828125
2017-08-17,40.59990692138672
2017-08-18,40.398494720458984
2017-08-21,40.47172927856445
2017-08-22,40.90660095214844
2017-08-23,40.55869674682617
2017-08-24,40.47172927856445
2017-08-25,40.57243347167969
2017-08-28,40.595314025878906
2017-08-29,40.55869674682617
2017-08-30,40.851661682128906
2017-08-31,41.0439338684082
2017-09-01,41.23162841796875
2017-09-05,41.06224060058594
2017-09-06,41.31861114501953
2017-09-07,40.961551666259766
2017-09-08,40.81962203979492
2017-09-11,41.03478240966797
2017-09-12,41.217899322509766
2017-09-13,41.515438079833984
2017-09-14,41.291133880615234
2017-09-15,41.17536926269531
2017-09-18,41.032958984375
2017-09-19,40.99618911743164
2017-09-20,41.134033203125
2017-09-21,41.06510925292969
2017-09-22,41.134033203125
2017-09-25,41.04674530029297
2017-09-26,41.05133056640625
2017-09-27,41.27644348144531
2017-09-28,41.22591018676758
2017-09-29,41.382102966308594
2017-10-02,41.46018981933594
2017-10-03,41.634769439697266
2017-10-04,41.85066604614258
2017-10-05,42.084957122802734
2017-10-06,42.135494232177734
2017-10-09,42.00227737426758
2017-10-10,41.96092987060547
2017-10-11,41.9838981628418
2017-10-12,41.703670501708984
2017-10-13,41.90580749511719
2017-10-16,41.96092987060547
2017-10-17,41.9838981628418
2017-10-18,41.86905288696289
2017-10-19,41.86905288696289
2017-10-20,41.97011947631836
2017-10-23,41.685306549072266
2017-10-24,41.78636932373047
2017-10-25,41.625587463378906
2017-10-26,41.7725830078125
2017-10-27,42.447898864746094
2017-10-30,42.254940032958984
2017-10-31,42.25952911376953
2017-11-01,42.2733154296875
2017-11-02,41.95632553100586
2017-11-03,42.12631607055664
2017-11-06,42.43410873413086
2017-11-07,42.181453704833984
2017-11-08,42.227378845214844
2017-11-09,42.29170227050781
2017-11-10,42.43410873413086
2017-11-13,42.57651138305664
2017-11-14,42.61326217651367
2017-11-15,42.42951965332031
2017-11-16,42.78324508666992
2017-11-17,42.97160339355469
2017-11-20,43.054290771484375
2017-11-21,43.32073974609375
2017-11-22,43.362064361572266
2017-11-24,43.47233581542969
2017-11-27,43.50450134277344
2017-11-28,43.986854553222656
2017-11-29,44.175201416015625
2017-11-30,44.400325775146484
2017-12-01,44.38192367553711
2017-12-04,44.89645767211914
2017-12-05,44.639198303222656
2017-12-06,44.34978485107422
2017-12-07,44.46462631225586
2017-12-08,44.67594528198242
2017-12-11,44.772422790527344
2017-12-12,44.790802001953125
2017-12-13,44.82754898071289
2017-12-14,44.965354919433594
2017-12-15,45.15987777709961
2017-12-18,45.56553268432617
2017-12-19,45.505611419677734
2017-12-20,45.418006896972656
2017-12-21,45.71303939819336
2017-12-22,45.625457763671875
2017-12-26,45.72686004638672
2017-12-27,45.634681701660156
2017-12-28,45.759117126464844
2017-12-29,45.49177551269531
2018-01-02,46.18320083618164
2018-01-03,46.39525604248047
2018-01-04,46.54736328125
2018-01-05,46.91613006591797
2018-01-08,46.9714469909668
2018-01-09,47.063636779785156
2018-01-10,47.03136444091797
2018-01-11,47.79655075073242
2018-01-12,48.41423416137695
2018-01-16,48.068504333496094
2018-01-17,48.29900360107422
2018-01-18,48.25751876831055
2018-01-19,48.67698287963867
2018-01-22,49.2162971496582
2018-01-23,49.63115692138672
2018-01-24,49.84320068359375
2018-01-25,49.755615234375
2018-01-26,50.244224548339844
2018-01-29,50.1059455871582
2018-01-30,49.85702133178711
2018-01-31,49.69569396972656
2018-02-01,49.14255142211914
2018-02-02,48.672359466552734
2018-02-05,47.03136444091797
2018-02-06,48.234474182128906
2018-02-07,48.08696365356445
2018-02-08,46.169376373291016
2018-02-09,46.47822952270508
2018-02-12,47.109745025634766
2018-02-13,47.354042053222656
2018-02-14,48.11001205444336
2018-02-15,48.53870391845703
2018-02-16,48.3036003112793
2018-02-20,48.15610885620117
2018-02-21,48.08696365356445
2018-02-22,48.14687728881836
2018-02-23,48.81986618041992
2018-02-26,49.23012924194336
2018-02-27,48.1883544921875
2018-02-28,47.97173309326172
2018-03-01,47.4554443359375
2018-03-02,47.50154113769531
2018-03-05,48.068504333496094
2018-03-06,48.40040969848633
2018-03-07,48.07313537597656
2018-03-08,48.225250244140625
2018-03-09,48.971988677978516
2018-03-12,49.133331298828125
2018-03-13,48.787601470947266
2018-03-14,48.727684020996094
2018-03-15,48.67698287963867
2018-03-16,48.62614440917969
2018-03-19,48.02049255371094
2018-03-20,48.3071174621582
2018-03-21,48.2701530456543
2018-03-22,47.24380874633789
2018-03-23,46.31455993652344
2018-03-26,47.683006286621094
2018-03-27,46.749141693115234
2018-03-28,46.18048858642578
2018-03-29,46.82771682739258
2018-04-02,45.50551223754883
2018-04-03,46.08340072631836
2018-04-04,46.929420471191406
2018-04-05,47.55818176269531
2018-04-06,46.54571533203125
2018-04-09,46.43476867675781
2018-04-10,46.99879455566406
2018-04-11,46.85546112060547
2018-04-12,47.05887985229492
2018-04-13,46.79535675048828
2018-04-16,47.1467170715332
2018-04-17,48.02511215209961
2018-04-18,48.25166320800781
2018-04-19,48.09909439086914
2018-04-20,47.609046936035156
2018-04-23,47.71073913574219
2018-04-24,46.95717239379883
2018-04-25,47.151336669921875
2018-04-26,47.91415786743164
2018-04-27,48.13144302368164
2018-04-30,47.941898345947266
2018-05-01,48.006629943847656
2018-05-02,47.678375244140625
2018-05-03,47.46572494506836
2018-05-04,48.08982467651367
2018-05-07,48.25166320800781
2018-05-08,48.048240661621094
2018-05-09,48.21467590332031
2018-05-10,48.39033889770508
2018-05-11,48.4920539855957
2018-05-14,48.58450698852539
2018-05-15,48.30250930786133
2018-05-16,48.704715728759766
2018-05-17,48.54290008544922
2018-05-18,48.4827995300293
2018-05-21,48.750946044921875
2018-05-22,48.53366470336914
2018-05-23,48.8850212097168
2018-05-24,48.99135208129883
2018-05-25,49.06532669067383
2018-05-29,48.68621826171875
2018-05-30,49.13005065917969
2018-05-31,48.8942756652832
2018-06-01,49.2548828125
2018-06-04,49.805030822753906
2018-06-05,50.09627914428711
2018-06-06,50.56322479248047
2018-06-07,50.711158752441406
2018-06-08,50.81747055053711
2018-06-11,51.02090835571289
2018-06-12,51.26593780517578
2018-06-13,51.34452438354492
2018-06-14,51.880802154541016
2018-06-15,51.96611022949219
2018-06-18,51.87803649902344
2018-06-19,51.813140869140625
2018-06-20,52.05881118774414
2018-06-21,51.68799591064453
2018-06-22,51.599910736083984
2018-06-25,50.478179931640625
2018-06-26,50.839717864990234
2018-06-27,50.181514739990234
2018-06-28,50.57551193237305
2018-06-29,50.66358947753906
2018-07-02,50.733116149902344
2018-07-03,50.478179931640625
2018-07-05,50.728492736816406
2018-07-06,51.12711715698242
2018-07-09,51.73897933959961
2018-07-10,51.8502311706543
2018-07-11,51.72969055175781
2018-07-12,52.072731018066406
2018-07-13,52.1885871887207
2018-07-16,52.318389892578125
2018-07-17,52.36935043334961
2018-07-18,52.33692932128906
2018-07-19,52.216407775878906
2018-07-20,51.98463821411133
2018-07-23,51.92900085449219
2018-07-24,51.77605438232422
2018-07-25,52.156150817871094
2018-07-26,51.882667541503906
2018-07-27,51.748260498046875
2018-07-30,51.33570861816406
2018-07-31,51.57674026489258
2018-08-01,51.32181167602539
2018-08-02,51.67407989501953
2018-08-03,51.8502311706543
2018-08-06,52.197879791259766
2018-08-07,52.438899993896484
2018-08-08,52.49452209472656
2018-08-09,52.689212799072266
2018-08-10,52.24884796142578
2018-08-13,51.98463821411133
2018-08-14,52.4898796081543
2018-08-15,51.8502311706543
2018-08-16,52.10516357421875
2018-08-17,52.151512145996094
2018-08-20,52.52233123779297
2018-08-21,52.93952178955078
2018-08-22,52.995140075683594
2018-08-23,52.944149017333984
2018-08-24,53.254703521728516
2018-08-27,53.597713470458984
2018-08-28,53.704345703125
2018-08-29,54.30691909790039
2018-08-30,53.996360778808594
2018-08-31,54.209571838378906
2018-09-04,54.31155776977539
2018-09-05,53.72750473022461
2018-09-06,53.579185485839844
2018-09-07,53.57454299926758
2018-09-10,53.77386474609375
2018-09-11,54.20494079589844
2018-09-12,54.30691909790039
2018-09-13,54.399620056152344
2018-09-14,54.1956672668457
