Date,TLT
2015-05-11,87.69824981689453
2015-05-12,87.92565155029297
2015-05-13,87.22134399414062
2015-05-14,87.4560546875
2015-05-15,89.2095947265625
2015-05-18,87.71292114257812
2015-05-19,86.93518829345703
2015-05-20,87.08192443847656
2015-05-21,88.29983520507812
2015-05-22,88.33655548095703
2015-05-26,89.84791564941406
2015-05-27,90.05338287353516
2015-05-28,89.83324432373047
2015-05-29,90.03131866455078
2015-06-01,89.063720703125
2015-06-02,87.82112884521484
2015-06-03,86.40940856933594
2015-06-04,87.53437805175781
2015-06-05,86.46823120117188
2015-06-08,86.37264251708984
2015-06-09,85.68887329101562
2015-06-10,84.93887329101562
2015-06-11,86.72557067871094
2015-06-12,86.72557067871094
2015-06-15,86.86527252197266
2015-06-16,87.54908752441406
2015-06-17,86.87265014648438
2015-06-18,86.44615936279297
2015-06-19,87.55638885498047
2015-06-22,85.76969146728516
2015-06-23,85.25503540039062
2015-06-24,85.99028778076172
2015-06-25,85.68887329101562
2015-06-26,84.7256851196289
2015-06-29,86.96818542480469
2015-06-30,86.36531066894531
2015-07-01,85.19949340820312
2015-07-02,85.47954559326172
2015-07-06,87.06388092041016
2015-07-07,87.88182830810547
2015-07-08,88.64082336425781
2015-07-09,86.89437866210938
2015-07-10,85.5163803100586
2015-07-13,85.25109100341797
2015-07-14,85.53112030029297
2015-07-15,86.43748474121094
2015-07-16,87.03439331054688
2015-07-17,87.48387145996094
2015-07-20,87.11543273925781
2015-07-21,87.5870361328125
2015-07-22,88.13233184814453
2015-07-23,89.23030853271484
2015-07-24,89.45140838623047
2015-07-27,89.93034362792969
2015-07-28,89.2745361328125
2015-07-29,88.94295501708984
2015-07-30,89.62824249267578
2015-07-31,90.29146575927734
2015-08-03,91.2419204711914
2015-08-04,90.51818084716797
2015-08-05,89.8387222290039
2015-08-06,90.63633728027344
2015-08-07,91.82530975341797
2015-08-10,90.68802642822266
2015-08-11,92.12809753417969
2015-08-12,91.62590789794922
2015-08-13,91.33047485351562
2015-08-14,91.54468536376953
2015-08-17,91.95825958251953
2015-08-18,91.23446655273438
2015-08-19,92.1355209350586
2015-08-20,93.0660171508789
2015-08-21,93.34661865234375
2015-08-24,93.31706237792969
2015-08-25,91.81792449951172
2015-08-26,90.04553985595703
2015-08-27,90.09725952148438
2015-08-28,90.36309051513672
2015-08-31,89.66889953613281
2015-09-01,90.31499481201172
2015-09-02,89.53792572021484
2015-09-03,89.97456359863281
2015-09-04,90.79607391357422
2015-09-08,89.45649719238281
2015-09-09,89.88573455810547
2015-09-10,89.27888488769531
2015-09-11,89.84132385253906
2015-09-14,89.98196411132812
2015-09-15,88.25751495361328
2015-09-16,87.92446899414062
2015-09-17,88.99763488769531
2015-09-18,90.3668212890625
2015-09-21,88.89400482177734
2015-09-22,90.12996673583984
2015-09-23,90.1225814819336
2015-09-24,90.73687744140625
2015-09-25,89.95232391357422
2015-09-28,91.49178314208984
2015-09-29,91.75081634521484
2015-09-30,91.43254852294922
2015-10-01,91.82266235351562
2015-10-02,92.37889862060547
2015-10-05,91.12554931640625
2015-10-06,91.51860809326172
2015-10-07,91.21452331542969
2015-10-08,90.45066833496094
2015-10-09,90.68794250488281
2015-10-12,91.3777084350586
2015-10-13,91.53341674804688
2015-10-14,92.33438873291016
2015-10-15,91.88198852539062
2015-10-16,91.91162109375
2015-10-19,91.65949249267578
2015-10-20,91.09586334228516
2015-10-21,92.00069427490234
2015-10-22,92.15641021728516
2015-10-23,91.3702621459961
2015-10-26,91.9783935546875
2015-10-27,92.20832824707031
2015-10-28,91.83747100830078
2015-10-29,90.37645721435547
2015-10-30,91.05879211425781
2015-11-02,90.64031219482422
2015-11-03,89.89705657958984
2015-11-04,90.0011215209961
2015-11-05,89.76329040527344
2015-11-06,88.44775390625
2015-11-09,87.94969177246094
2015-11-10,88.20985412597656
2015-11-11,88.0240249633789
2015-11-12,88.44775390625
2015-11-13,88.95314025878906
2015-11-16,88.87137603759766
2015-11-17,89.0199966430664
2015-11-18,89.2058334350586
2015-11-19,89.80046081542969
2015-11-20,89.5254135131836
2015-11-23,89.80046081542969
2015-11-24,89.79301452636719
2015-11-25,90.0011215209961
2015-11-27,89.91190338134766
2015-11-30,90.26868438720703
2015-12-01,91.48796844482422
2015-12-02,91.51777648925781
2015-12-03,89.03005981445312
2015-12-04,89.81211853027344
2015-12-07,90.6835708618164
2015-12-08,90.72823333740234
2015-12-09,90.63147735595703
2015-12-10,90.75059509277344
2015-12-11,92.1806869506836
2015-12-14,90.98898315429688
2015-12-15,90.45266723632812
2015-12-16,90.25898742675781
2015-12-17,91.27944946289062
2015-12-18,91.78591918945312
2015-12-21,91.76359558105469
2015-12-22,91.10066223144531
2015-12-23,90.4154052734375
2015-12-24,90.93344116210938
2015-12-28,91.20216369628906
2015-12-29,89.68694305419922
2015-12-30,89.5973892211914
2015-12-31,90.00043487548828
2016-01-04,90.64978790283203
2016-01-05,90.28401947021484
2016-01-06,91.50067138671875
2016-01-07,91.66488647460938
2016-01-08,92.07542419433594
2016-01-11,91.0677719116211
2016-01-12,92.38141632080078
2016-01-13,93.29203033447266
2016-01-14,92.41876983642578
2016-01-15,93.85929107666016
2016-01-19,93.56818389892578
2016-01-20,94.55343627929688
2016-01-21,93.91154479980469
2016-01-22,93.55329132080078
2016-01-25,94.06082153320312
2016-01-26,94.10560607910156
2016-01-27,94.08320617675781
2016-01-28,94.21755981445312
2016-01-29,95.01622009277344
2016-02-01,94.72531127929688
2016-02-02,96.48265838623047
2016-02-03,95.68250274658203
2016-02-04,96.14616394042969
2016-02-05,96.25830078125
2016-02-08,98.32976531982422
2016-02-09,98.43450927734375
2016-02-10,99.30192565917969
2016-02-11,99.99740600585938
2016-02-12,98.3372802734375
2016-02-16,97.29780578613281
2016-02-17,96.69953918457031
2016-02-18,97.8885269165039
2016-02-19,97.97084045410156
2016-02-22,97.91852569580078
2016-02-23,98.3148193359375
2016-02-24,98.12037658691406
2016-02-25,98.47183990478516
2016-02-26,97.52208709716797
2016-02-29,97.9483871459961
2016-03-01,96.22367095947266
2016-03-02,96.62071990966797
2016-03-03,96.97283935546875
2016-03-04,96.35099792480469
2016-03-07,96.3210220336914
2016-03-08,97.3849105834961
2016-03-09,96.79307556152344
2016-03-10,96.39598083496094
2016-03-11,95.42196655273438
2016-03-14,95.7216567993164
2016-03-15,95.81153869628906
2016-03-16,96.09628295898438
2016-03-17,96.49334716796875
2016-03-18,96.69562530517578
2016-03-21,95.95396423339844
2016-03-22,95.93142700195312
2016-03-23,97.0178451538086
2016-03-24,97.05526733398438
2016-03-28,97.18267822265625
2016-03-29,98.20159912109375
2016-03-30,97.16770935058594
2016-03-31,97.85697937011719
2016-04-01,98.11222076416016
2016-04-04,98.17230987548828
2016-04-05,99.24592590332031
2016-04-06,98.52511596679688
2016-04-07,99.74146270751953
2016-04-08,99.11077880859375
2016-04-11,98.98311614990234
2016-04-12,98.29991149902344
2016-04-13,98.64531707763672
2016-04-14,98.17230987548828
2016-04-15,99.01316833496094
2016-04-18,98.58521270751953
2016-04-19,98.27739715576172
2016-04-20,97.19630432128906
2016-04-21,96.61817932128906
2016-04-22,96.37042236328125
2016-04-25,95.97248840332031
2016-04-26,95.53706359863281
2016-04-27,96.49054718017578
2016-04-28,96.88848114013672
2016-04-29,97.13622283935547
2016-05-02,96.15824890136719
2016-05-03,97.36945343017578
2016-05-04,97.90357971191406
2016-05-05,98.55806732177734
2016-05-06,98.13676452636719
2016-05-09,98.44524383544922
2016-05-10,98.45274353027344
2016-05-11,99.00940704345703
2016-05-12,98.55806732177734
2016-05-13,99.51347351074219
2016-05-16,98.65589141845703
2016-05-17,98.82135772705078
2016-05-18,97.4145736694336
2016-05-19,97.83585357666016
2016-05-20,97.91107940673828
2016-05-23,98.12924194335938
2016-05-24,97.69287872314453
2016-05-25,97.32430267333984
2016-05-26,97.82830047607422
2016-05-27,97.68541717529297
2016-05-31,97.91864776611328
2016-06-01,98.31591033935547
2016-06-02,99.02447509765625
2016-06-03,100.4342041015625
2016-06-06,99.68785095214844
2016-06-07,99.9291000366211
2016-06-08,100.46428680419922
2016-06-09,101.11264038085938
2016-06-10,101.60261535644531
2016-06-13,102.05492401123047
2016-06-14,101.97955322265625
2016-06-15,102.37152862548828
2016-06-16,102.86908721923828
2016-06-17,102.22833251953125
2016-06-20,101.13520812988281
2016-06-21,100.66786193847656
2016-06-22,100.83370971679688
2016-06-23,99.68035125732422
2016-06-24,102.35651397705078
2016-06-27,104.91199493408203
2016-06-28,105.13060760498047
2016-06-29,104.32402038574219
2016-06-30,104.70845031738281
2016-07-01,106.16224670410156
2016-07-05,107.49143981933594
2016-07-06,107.66514587402344
2016-07-07,107.6575927734375
2016-07-08,108.45060729980469
2016-07-11,107.4990234375
2016-07-12,105.7317886352539
2016-07-13,106.97789764404297
2016-07-14,105.42212677001953
2016-07-15,104.51585388183594
2016-07-18,104.41768646240234
2016-07-19,105.00675964355469
2016-07-20,104.43279266357422
2016-07-21,104.64421844482422
2016-07-22,104.82550048828125
2016-07-25,104.74994659423828
2016-07-26,104.91613006591797
2016-07-27,106.22271728515625
2016-07-28,106.02632141113281
2016-07-29,106.90990447998047
2016-08-01,105.75082397460938
2016-08-02,104.66134643554688
2016-08-03,104.72181701660156
2016-08-04,105.50872802734375
2016-08-05,104.41162872314453
2016-08-08,104.60834503173828
2016-08-09,105.63729858398438
2016-08-10,106.04585266113281
2016-08-11,105.10015869140625
2016-08-12,105.98538208007812
2016-08-15,104.98661041259766
2016-08-16,104.70674133300781
2016-08-17,105.33466339111328
2016-08-18,105.50109100341797
2016-08-19,104.94879913330078
2016-08-22,105.83404541015625
2016-08-23,105.94750213623047
2016-08-24,105.69783782958984
2016-08-25,105.29685974121094
2016-08-26,104.68396759033203
2016-08-29,106.08369445800781
2016-08-30,105.67513275146484
2016-08-31,105.8264389038086
2016-09-01,105.9432144165039
2016-09-02,105.07914733886719
2016-09-06,105.84467315673828
2016-09-07,105.76883697509766
2016-09-08,104.4424057006836
2016-09-09,102.72178649902344
2016-09-12,102.77483367919922
2016-09-13,101.60752868652344
2016-09-14,101.75918579101562
2016-09-15,101.31952667236328
2016-09-16,102.13810729980469
2016-09-19,101.80461120605469
2016-09-20,102.1608657836914
2016-09-21,102.98709869384766
2016-09-22,103.80572509765625
2016-09-23,103.7071533203125
2016-09-26,104.3665771484375
2016-09-27,105.1321792602539
2016-09-28,104.90473175048828
2016-09-29,105.1700668334961
2016-09-30,104.2301254272461
2016-10-03,103.88619232177734
2016-10-04,102.6712417602539
2016-10-05,102.19285583496094
2016-10-06,101.62332153320312
2016-10-07,101.69160461425781
2016-10-10,101.09175109863281
2016-10-11,100.86397552490234
2016-10-12,100.96270751953125
2016-10-13,101.34236145019531
2016-10-14,99.92240142822266
2016-10-17,100.56021881103516
2016-10-18,100.88673400878906
2016-10-19,100.97027587890625
2016-10-20,101.07661437988281
2016-10-21,101.22845458984375
2016-10-24,100.78799438476562
2016-10-25,101.05384063720703
2016-10-26,100.37041473388672
2016-10-27,99.27693939208984
2016-10-28,99.05672454833984
2016-10-31,99.66423797607422
2016-11-01,99.67181396484375
2016-11-02,100.10546112060547
2016-11-03,99.33711242675781
2016-11-04,100.2271957397461
2016-11-07,99.37512969970703
2016-11-08,98.97188568115234
2016-11-09,94.77227783203125
2016-11-10,93.3724594116211
2016-11-11,92.84748840332031
2016-11-14,92.29210662841797
2016-11-15,92.7485580444336
2016-11-16,93.58545684814453
2016-11-17,92.20845794677734
2016-11-18,91.942138671875
2016-11-21,92.17036437988281
2016-11-22,92.13996124267578
2016-11-23,91.78240203857422
2016-11-25,91.91932678222656
2016-11-28,92.59642791748047
2016-11-29,92.98441314697266
2016-11-30,91.47808074951172
2016-12-01,90.51215362548828
2016-12-02,91.17542266845703
2016-12-05,91.07630920410156
2016-12-06,91.00768280029297
2016-12-07,91.7852554321289
2016-12-08,90.7027587890625
2016-12-09,89.57447814941406
2016-12-12,89.74219512939453
2016-12-13,90.06237030029297
2016-12-14,89.05609130859375
2016-12-15,89.5058822631836
2016-12-16,89.30009460449219
2016-12-19,90.26065826416016
2016-12-20,89.81082153320312
2016-12-21,90.20726776123047
2016-12-22,90.0459976196289
2016-12-23,90.22940063476562
2016-12-27,89.93895721435547
2016-12-28,90.59627532958984
2016-12-29,90.91732788085938
2016-12-30,91.05488586425781
2017-01-03,91.4447021484375
2017-01-04,91.79630279541016
2017-01-05,93.23326110839844
2017-01-06,92.377197265625
2017-01-09,93.11859130859375
2017-01-10,93.05741882324219
2017-01-11,93.37081909179688
2017-01-12,93.1644287109375
2017-01-13,92.72113037109375
2017-01-17,93.69184112548828
2017-01-18,92.49182891845703
2017-01-19,91.85743713378906
2017-01-20,91.6739501953125
2017-01-23,92.5911636352539
2017-01-24,91.956787109375
2017-01-25,90.80267333984375
2017-01-26,91.10839080810547
2017-01-27,91.43704223632812
2017-01-30,91.16188049316406
2017-01-31,91.79630279541016
2017-02-01,91.22869110107422
2017-02-02,91.19039916992188
2017-02-03,91.15206909179688
2017-02-06,91.70361328125
2017-02-07,92.37767028808594
2017-02-08,93.63390350341797
2017-02-09,92.55380249023438
2017-02-10,92.50025177001953
2017-02-13,92.20913696289062
2017-02-14,91.54277038574219
2017-02-15,91.1214370727539
2017-02-16,91.619384765625
2017-02-17,92.16321563720703
2017-02-21,92.0023422241211
2017-02-22,92.15552520751953
2017-02-23,92.4312973022461
2017-02-24,93.4577407836914
2017-02-27,92.90619659423828
2017-02-28,93.25090026855469
2017-03-01,91.6883316040039
2017-03-02,91.3582992553711
2017-03-03,91.59623718261719
2017-03-06,91.15882110595703
2017-03-07,90.88249206542969
2017-03-08,90.39140319824219
2017-03-09,89.66991424560547
2017-03-10,89.98456573486328
2017-03-13,89.41667175292969
2017-03-14,89.84647369384766
2017-03-15,90.94392395019531
2017-03-16,90.4834213256836
2017-03-17,91.0513916015625
2017-03-20,91.44280242919922
2017-03-21,92.20252227783203
2017-03-22,92.57086181640625
2017-03-23,92.44046020507812
2017-03-24,92.77051544189453
2017-03-27,93.19261169433594
2017-03-28,92.57086181640625
2017-03-29,93.12350463867188
2017-03-30,92.37138366699219
2017-03-31,92.63996887207031
2017-04-03,93.57445526123047
2017-04-04,93.06686401367188
2017-04-05,93.35137939453125
2017-04-06,93.21294403076172
2017-04-07,92.83610534667969
2017-04-10,93.26679992675781
2017-04-11,94.15122985839844
2017-04-12,94.66654968261719
2017-04-13,94.9587631225586
2017-04-17,94.66654968261719
2017-04-18,95.9047622680664
2017-04-19,95.38176727294922
2017-04-20,95.01261901855469
2017-04-21,95.01261901855469
2017-04-24,94.54347229003906
2017-04-25,93.40522003173828
2017-04-26,93.92050170898438
2017-04-27,93.8897476196289
2017-04-28,94.09738159179688
2017-05-01,93.31514739990234
2017-05-02,93.79293823242188
2017-05-03,93.85462188720703
2017-05-04,93.39221954345703
2017-05-05,93.47699737548828
2017-05-08,92.96830749511719
2017-05-09,92.96061706542969
2017-05-10,92.85272979736328
2017-05-11,92.85272979736328
2017-05-12,93.55409240722656
2017-05-15,93.29975891113281
2017-05-16,93.64659118652344
2017-05-17,95.01060485839844
2017-05-18,95.11857604980469
2017-05-19,95.34204864501953
2017-05-22,95.08006286621094
2017-05-23,94.44037628173828
2017-05-24,94.97219848632812
2017-05-25,95.00300598144531
2017-05-26,95.16481018066406
2017-05-30,95.63495635986328
2017-05-31,95.87385559082031
2017-06-01,95.88387298583984
2017-06-02,97.01924133300781
2017-06-05,96.41677856445312
2017-06-06,96.94195556640625
2017-06-07,96.47859191894531
2017-06-08,96.22370910644531
2017-06-09,96.07697296142578
2017-06-12,96.04612731933594
2017-06-13,96.06156921386719
2017-06-14,97.54439544677734
2017-06-15,97.38992309570312
2017-06-16,97.58300018310547
2017-06-19,97.44398498535156
2017-06-20,98.31671905517578
2017-06-21,98.51748657226562
2017-06-22,98.7337417602539
2017-06-23,98.68742370605469
2017-06-26,99.05817413330078
2017-06-27,98.00006866455078
2017-06-28,97.67568969726562
2017-06-29,96.85704040527344
2017-06-30,96.63304901123047
2017-07-03,96.32191467285156
2017-07-05,96.34518432617188
2017-07-06,95.54800415039062
2017-07-07,94.97529602050781
2017-07-10,95.11460876464844
2017-07-11,95.2771224975586
2017-07-12,95.9349594116211
2017-07-13,95.331298828125
2017-07-14,95.4473648071289
2017-07-17,95.71057891845703
2017-07-18,96.54637908935547
2017-07-19,96.58509063720703
2017-07-20,96.86366271972656
2017-07-21,97.27385711669922
2017-07-24,96.8946533203125
2017-07-25,95.63316345214844
2017-07-26,95.78791809082031
2017-07-27,95.31585693359375
2017-07-28,95.88081359863281
2017-07-31,95.99690246582031
2017-08-01,96.6709213256836
2017-08-02,96.72515106201172
2017-08-03,97.72569274902344
2017-08-04,96.89582061767578
2017-08-07,97.00438690185547
2017-08-08,96.6553726196289
2017-08-09,97.18280029296875
2017-08-10,98.01264953613281
2017-08-11,98.05921173095703
2017-08-14,97.55508422851562
2017-08-15,97.14399719238281
2017-08-16,97.50078582763672
2017-08-17,98.22980499267578
2017-08-18,98.20657348632812
2017-08-21,98.44700622558594
2017-08-22,98.06697845458984
2017-08-23,98.7339859008789
2017-08-24,98.36943054199219
2017-08-25,98.74947357177734
2017-08-28,98.68743133544922
2017-08-29,99.00547790527344
2017-08-30,98.97442626953125
2017-08-31,99.2691421508789
2017-09-01,98.50983428955078
2017-09-05,100.072021484375
2017-09-06,99.45803833007812
2017-09-07,100.47611236572266
2017-09-08,100.25853729248047
2017-09-11,99.0616683959961
2017-09-12,98.54090881347656
2017-09-13,98.15231323242188
2017-09-14,98.55646514892578
2017-09-15,98.59532928466797
2017-09-18,98.0279312133789
2017-09-19,97.78703308105469
2017-09-20,97.85697174072266
2017-09-21,97.80256652832031
2017-09-22,98.08236694335938
2017-09-25,98.69635772705078
2017-09-26,98.5176010131836
2017-09-27,97.03314971923828
2017-09-28,96.7456283569336
2017-09-29,96.96316528320312
2017-10-02,96.78565979003906
2017-10-03,96.87911224365234
2017-10-04,96.88684844970703
2017-10-05,96.52086639404297
2017-10-06,96.248291015625
2017-10-09,96.55201721191406
2017-10-10,96.70773315429688
2017-10-11,96.89466857910156
2017-10-12,97.30743408203125
2017-10-13,98.00829315185547
2017-10-16,97.93824768066406
2017-10-17,98.06282043457031
2017-10-18,97.41642761230469
2017-10-19,97.58777618408203
2017-10-20,96.55201721191406
2017-10-23,96.72334289550781
2017-10-24,96.1236572265625
2017-10-25,95.6642074584961
2017-10-26,95.34496307373047
2017-10-27,95.9757308959961
2017-10-30,96.89466857910156
2017-10-31,96.92581176757812
2017-11-01,97.35740661621094
2017-11-02,97.78661346435547
2017-11-03,98.05198669433594
2017-11-06,98.41875457763672
2017-11-07,98.8323745727539
2017-11-08,98.6138687133789
2017-11-09,98.33291625976562
2017-11-10,96.85012817382812
2017-11-13,97.05303192138672
2017-11-14,97.7085952758789
2017-11-15,98.76994323730469
2017-11-16,97.91150665283203
2017-11-17,98.63726806640625
2017-11-20,98.5982666015625
2017-11-21,98.91040802001953
2017-11-22,99.23040008544922
2017-11-24,98.95723724365234
2017-11-27,98.81676483154297
2017-11-28,98.94945526123047
2017-11-29,97.97390747070312
2017-11-30,97.6461181640625
2017-12-01,98.96385955810547
2017-12-04,99.01075744628906
2017-12-05,99.50341796875
2017-12-06,99.8475341796875
2017-12-07,99.06551361083984
2017-12-08,99.07331848144531
2017-12-11,98.8699951171875
2017-12-12,98.83087921142578
2017-12-13,99.5738296508789
2017-12-14,99.9961166381836
2017-12-15,100.37146759033203
2017-12-18,99.45651245117188
2017-12-19,98.16618347167969
2017-12-20,97.07919311523438
2017-12-21,97.64498901367188
2017-12-22,97.77822875976562
2017-12-26,98.06816864013672
2017-12-27,99.34556579589844
2017-12-28,99.25936889648438
2017-12-29,99.41606903076172
2018-01-02,98.34246063232422
2018-01-03,98.8126449584961
2018-01-04,98.7969970703125
2018-01-05,98.51488494873047
2018-01-08,98.45213317871094
2018-01-09,97.1356201171875
2018-01-10,97.01809692382812
2018-01-11,97.417724609375
2018-01-12,97.58228302001953
2018-01-16,97.98980712890625
2018-01-17,97.8565902709961
2018-01-18,96.94754791259766
2018-01-19,96.43814849853516
2018-01-22,96.53221130371094
2018-01-23,96.94754791259766
2018-01-24,96.42249298095703
2018-01-25,97.2139892578125
2018-01-26,96.85350036621094
2018-01-29,96.17955780029297
2018-01-30,95.61528015136719
2018-01-31,96.17955780029297
2018-02-01,94.78565979003906
2018-02-02,93.9061050415039
2018-02-05,94.79346466064453
2018-02-06,94.20453643798828
2018-02-07,93.30928039550781
2018-02-08,93.20720672607422
2018-02-09,92.61820983886719
2018-02-12,93.02654266357422
2018-02-13,93.44277954101562
2018-02-14,92.40614318847656
2018-02-15,92.72026062011719
2018-02-16,93.22289276123047
2018-02-20,92.81451416015625
2018-02-21,91.67584228515625
2018-02-22,91.9507064819336
2018-02-23,92.76737976074219
2018-02-26,92.79882049560547
2018-02-27,92.66533660888672
2018-02-28,93.25432586669922
2018-03-01,93.89090728759766
2018-03-02,93.12760162353516
2018-03-05,92.87579345703125
2018-03-06,92.96241760253906
2018-03-07,92.860107421875
2018-03-08,93.39515686035156
2018-03-09,92.78136444091797
2018-03-12,93.31647491455078
2018-03-13,93.78860473632812
2018-03-14,94.61483001708984
2018-03-15,94.61483001708984
2018-03-16,94.27645111083984
2018-03-19,93.97743225097656
2018-03-20,93.59976196289062
2018-03-21,93.7020034790039
2018-03-22,94.63054656982422
2018-03-23,94.55972290039062
2018-03-26,94.19779205322266
2018-03-27,95.20500183105469
2018-03-28,95.456787109375
2018-03-29,95.92103576660156
2018-04-02,96.11027526855469
2018-04-03,95.36907196044922
2018-04-04,95.17195129394531
2018-04-05,94.46224212646484
2018-04-06,95.49524688720703
2018-04-09,95.6529312133789
2018-04-10,95.47947692871094
2018-04-11,95.81851959228516
2018-04-12,95.11669921875
2018-04-13,95.33751678466797
2018-04-16,95.36907196044922
2018-04-17,95.62926483154297
2018-04-18,94.86438751220703
2018-04-19,94.09159851074219
2018-04-20,93.41339874267578
2018-04-23,93.43709564208984
2018-04-24,93.01123046875
2018-04-25,92.38827514648438
2018-04-26,93.03487396240234
2018-04-27,93.75244903564453
2018-04-30,93.91808319091797
2018-05-01,93.57987213134766
2018-05-02,93.47710418701172
2018-05-03,93.89595031738281
2018-05-04,94.03823852539062
2018-05-07,93.88802337646484
2018-05-08,93.8011474609375
2018-05-09,93.239990234375
2018-05-10,93.99080657958984
2018-05-11,94.2278823852539
2018-05-14,93.72997283935547
2018-05-15,92.66307830810547
2018-05-16,92.3074722290039
2018-05-17,91.8411865234375
2018-05-18,92.63148498535156
2018-05-21,92.67887115478516
2018-05-22,92.53665161132812
2018-05-23,93.20841979980469
2018-05-24,93.95127868652344
2018-05-25,94.53609466552734
2018-05-29,96.60670471191406
2018-05-30,95.95864868164062
2018-05-31,95.80058288574219
2018-06-01,95.29438781738281
2018-06-04,94.6052474975586
2018-06-05,94.8270492553711
2018-06-06,94.05867767333984
2018-06-07,94.96963500976562
2018-06-08,94.68443298339844
2018-06-11,94.51018524169922
2018-06-12,94.53398132324219
2018-06-13,94.48643493652344
2018-06-14,95.2706527709961
2018-06-15,95.35775756835938
2018-06-18,95.2706527709961
2018-06-19,95.82515716552734
2018-06-20,94.9854736328125
2018-06-21,95.48452758789062
2018-06-22,95.47663879394531
2018-06-25,95.69047546386719
2018-06-26,95.82515716552734
2018-06-27,96.72818756103516
2018-06-28,96.751953125
2018-06-29,96.41921997070312
2018-07-02,96.34381866455078
2018-07-03,96.85987091064453
2018-07-05,97.13773345947266
2018-07-06,97.45536041259766
2018-07-09,96.82814025878906
2018-07-10,96.82020568847656
2018-07-11,97.193359375
2018-07-12,97.18536376953125
2018-07-13,97.43152618408203
2018-07-16,97.02664947509766
2018-07-17,96.84400939941406
2018-07-18,96.45497131347656
2018-07-19,97.06632232666016
2018-07-20,95.87539672851562
2018-07-23,94.69242095947266
2018-07-24,95.01792907714844
2018-07-25,94.86714172363281
2018-07-26,94.68447875976562
2018-07-27,94.84324645996094
2018-07-30,94.51778411865234
2018-07-31,95.0337905883789
2018-08-01,94.2596664428711
2018-08-02,94.39490509033203
2018-08-03,94.86437225341797
2018-08-06,94.9200439453125
2018-08-07,94.42671966552734
2018-08-08,94.52220153808594
2018-08-09,95.31790161132812
2018-08-10,96.01017761230469
2018-08-13,95.81124114990234
2018-08-14,95.59638977050781
2018-08-15,96.15337371826172
2018-08-16,96.14543914794922
2018-08-17,96.26481628417969
2018-08-20,96.90931701660156
2018-08-21,96.58306884765625
2018-08-22,96.96503448486328
2018-08-23,97.11621856689453
2018-08-24,97.30718231201172
2018-08-27,96.75016784667969
2018-08-28,96.16930389404297
2018-08-29,96.2966079711914
2018-08-30,96.50349426269531
2018-08-31,96.28069305419922
2018-09-04,95.72401428222656
2018-09-05,95.46885681152344
2018-09-06,95.81973266601562
2018-09-07,95.00634002685547
2018-09-10,95.35717010498047
2018-09-11,94.63145446777344
2018-09-12,94.85478973388672
2018-09-13,94.99830627441406
2018-09-14,94.54374694824219
2018-09-17,94.54374694824219
