Date,IWM
2015-11-05,103.1098403930664
2015-11-06,103.84149169921875
2015-11-09,102.62205505371094
2015-11-10,102.92693328857422
2015-11-11,102.02978515625
2015-11-12,100.07870483398438
2015-11-13,99.35580444335938
2015-11-16,100.20940399169922
2015-11-17,99.8261489868164
2015-11-18,101.51591491699219
2015-11-19,101.08910369873047
2015-11-20,101.74235534667969
2015-11-23,102.2475357055664
2015-11-24,102.99662780761719
2015-11-25,103.79792022705078
2015-11-27,104.18989562988281
2015-11-30,103.73696899414062
2015-12-01,104.42505645751953
2015-12-02,103.30146026611328
2015-12-03,101.55945587158203
2015-12-04,102.58723449707031
2015-12-07,101.0455322265625
2015-12-08,100.48810577392578
2015-12-09,99.36449432373047
2015-12-10,99.6954574584961
2015-12-11,97.47443389892578
2015-12-14,96.77763366699219
2015-12-15,98.17124938964844
2015-12-16,99.66934204101562
2015-12-17,98.60672760009766
2015-12-18,97.09989166259766
2015-12-21,97.83152770996094
2015-12-22,98.72866821289062
2015-12-23,99.97418975830078
2015-12-24,100.16316223144531
2015-12-28,99.69953918457031
2015-12-29,100.77552795410156
2015-12-30,99.76078033447266
2015-12-31,98.51856231689453
2016-01-04,96.2353515625
2016-01-05,96.4453125
2016-01-06,94.97567749023438
2016-01-07,92.43878173828125
2016-01-08,90.84668731689453
2016-01-11,90.45304870605469
2016-01-12,90.72422790527344
2016-01-13,87.81116485595703
2016-01-14,89.02710723876953
2016-01-15,87.58375549316406
2016-01-19,86.40276336669922
2016-01-20,86.76144409179688
2016-01-21,86.56021881103516
2016-01-22,88.67720031738281
2016-01-25,86.70893859863281
2016-01-26,88.4410171508789
2016-01-27,87.22505950927734
2016-01-28,87.20758056640625
2016-01-29,90.06813049316406
2016-02-01,89.65697479248047
2016-02-02,87.72369384765625
2016-02-03,87.83744049072266
2016-02-04,88.1785888671875
2016-02-05,85.76416015625
2016-02-08,84.35577392578125
2016-02-09,83.78717041015625
2016-02-10,83.83091735839844
2016-02-11,82.92112731933594
2016-02-12,84.49571990966797
2016-02-16,86.49900817871094
2016-02-17,87.85490417480469
2016-02-18,87.43501281738281
2016-02-19,87.87242126464844
2016-02-22,88.85216522216797
2016-02-23,88.03863525390625
2016-02-24,88.88716125488281
2016-02-25,89.7007064819336
2016-02-26,90.26934051513672
2016-02-29,89.86692810058594
2016-03-01,91.80020141601562
2016-03-02,92.74494934082031
2016-03-03,93.7159652709961
2016-03-04,94.23209381103516
2016-03-07,95.25562286376953
2016-03-08,92.95491790771484
2016-03-09,93.42733001708984
2016-03-10,92.6662368774414
2016-03-11,94.6520004272461
2016-03-14,94.40705871582031
2016-03-15,92.93743896484375
2016-03-16,93.59353637695312
2016-03-17,95.0281753540039
2016-03-18,95.88548278808594
2016-03-21,95.65804290771484
2016-03-22,95.54429626464844
2016-03-23,93.77806854248047
2016-03-24,94.05880737304688
2016-03-28,94.17288970947266
2016-03-29,96.78755950927734
2016-03-30,96.79637908935547
2016-03-31,97.06836700439453
2016-04-01,97.49830627441406
2016-04-04,96.68228912353516
2016-04-05,95.58551788330078
2016-04-06,96.66473388671875
2016-04-07,95.35740661621094
2016-04-08,95.73470306396484
2016-04-11,95.4363784790039
2016-04-12,96.46293640136719
2016-04-13,98.54241180419922
2016-04-14,98.41958618164062
2016-04-15,98.66523742675781
2016-04-18,99.41105651855469
2016-04-19,99.49002838134766
2016-04-20,99.63917541503906
2016-04-21,99.13905334472656
2016-04-22,100.12177276611328
2016-04-25,99.41105651855469
2016-04-26,100.38497924804688
2016-04-27,100.73595428466797
2016-04-28,99.58654022216797
2016-04-29,98.69157409667969
2016-05-02,99.56898498535156
2016-05-03,97.93701171875
2016-05-04,97.12977600097656
2016-05-05,96.74369812011719
2016-05-06,97.31404113769531
2016-05-09,97.59481811523438
2016-05-10,98.5775146484375
2016-05-11,97.35790252685547
2016-05-12,96.8402328491211
2016-05-13,96.19972229003906
2016-05-16,97.41931915283203
2016-05-17,95.8750991821289
2016-05-18,96.37521362304688
2016-05-19,95.60308074951172
2016-05-20,97.20877075195312
2016-05-23,97.09469604492188
2016-05-24,99.09516906738281
2016-05-25,99.67427062988281
2016-05-26,99.56021118164062
2016-05-27,100.55168914794922
2016-05-31,100.90267181396484
2016-06-01,101.58705139160156
2016-06-02,102.36795043945312
2016-06-03,101.75373077392578
2016-06-06,102.85053253173828
2016-06-07,103.14884185791016
2016-06-08,103.91218566894531
2016-06-09,103.24535369873047
2016-06-10,101.84152221679688
2016-06-13,100.73595428466797
2016-06-14,100.44640350341797
2016-06-15,100.51657104492188
2016-06-16,100.50784301757812
2016-06-17,100.0779037475586
2016-06-20,101.16590118408203
2016-06-21,100.97285461425781
2016-06-22,100.57801818847656
2016-06-23,102.49954223632812
2016-06-24,98.60383605957031
2016-06-27,95.36616516113281
2016-06-28,96.8402328491211
2016-06-29,99.04253387451172
2016-06-30,100.88512420654297
2016-07-01,101.2448501586914
2016-07-05,99.75325012207031
2016-07-06,100.47756958007812
2016-07-07,100.6893081665039
2016-07-08,103.03604888916016
2016-07-11,104.22705078125
2016-07-12,105.6209945678711
2016-07-13,105.20635986328125
2016-07-14,105.31222534179688
2016-07-15,105.60335540771484
2016-07-18,105.77979278564453
2016-07-19,105.25044250488281
2016-07-20,105.9385986328125
2016-07-21,105.43571472167969
2016-07-22,106.22088623046875
2016-07-25,106.06212615966797
2016-07-26,106.57381439208984
2016-07-27,106.8737564086914
2016-07-28,106.60025787353516
2016-07-29,106.81199645996094
2016-08-01,106.90023040771484
2016-08-02,105.40925598144531
2016-08-03,106.2650146484375
2016-08-04,106.3620376586914
2016-08-05,107.89714813232422
2016-08-08,107.84420776367188
2016-08-09,107.95890808105469
2016-08-10,107.18256378173828
2016-08-11,107.69424438476562
2016-08-12,107.80010223388672
2016-08-15,108.86759185791016
2016-08-16,107.98538970947266
2016-08-17,107.66779327392578
2016-08-18,108.46178436279297
2016-08-19,108.46178436279297
2016-08-22,108.70880126953125
2016-08-23,109.46754455566406
2016-08-24,108.57646179199219
2016-08-25,108.78820037841797
2016-08-26,108.5676498413086
2016-08-29,109.13227844238281
2016-08-30,109.33518981933594
2016-08-31,108.71759796142578
2016-09-01,108.79703521728516
2016-09-02,109.84689331054688
2016-09-06,109.95274353027344
2016-09-07,110.64088439941406
2016-09-08,110.42031860351562
2016-09-09,106.97079467773438
2016-09-12,108.46178436279297
2016-09-13,106.37970733642578
2016-09-14,106.39734649658203
2016-09-15,107.66779327392578
2016-09-16,107.50897216796875
2016-09-19,108.22354888916016
2016-09-20,107.76482391357422
2016-09-21,109.32635498046875
2016-09-22,110.89673614501953
2016-09-23,110.1115493774414
2016-09-26,109.0180892944336
2016-09-27,109.46044921875
2016-09-28,110.30088806152344
2016-09-29,108.69076538085938
2016-09-30,109.88505554199219
2016-10-03,109.54004669189453
2016-10-04,109.00041961669922
2016-10-05,109.65506744384766
2016-10-06,109.54004669189453
2016-10-07,108.66423034667969
2016-10-10,109.96468353271484
2016-10-11,107.95649719238281
2016-10-12,107.86800384521484
2016-10-13,106.9745101928711
2016-10-14,106.54100036621094
2016-10-17,106.41716766357422
2016-10-18,107.02759552001953
2016-10-19,107.47879028320312
2016-10-20,107.16029357910156
2016-10-21,107.10719299316406
2016-10-24,107.78840637207031
2016-10-25,106.98334503173828
2016-10-26,105.9217529296875
2016-10-27,104.7097396850586
2016-10-28,104.41779327392578
2016-10-31,104.83361053466797
2016-11-01,103.55082702636719
2016-11-02,102.23268127441406
2016-11-03,101.73726654052734
2016-11-04,102.39191436767578
2016-11-07,104.89549255371094
2016-11-08,105.16976928710938
2016-11-09,108.40766143798828
2016-11-10,110.1416244506836
2016-11-11,112.67179107666016
2016-11-14,114.2553482055664
2016-11-15,114.60923767089844
2016-11-16,114.60035705566406
2016-11-17,115.27271270751953
2016-11-18,115.8831558227539
2016-11-21,116.42280578613281
2016-11-22,117.48442077636719
2016-11-23,118.21869659423828
2016-11-25,118.60794830322266
2016-11-28,117.0686264038086
2016-11-29,117.00666046142578
2016-11-30,116.43167877197266
2016-12-01,115.86547088623047
2016-12-02,115.80352020263672
2016-12-05,117.79401397705078
2016-12-06,119.06796264648438
2016-12-07,120.22686767578125
2016-12-08,122.12007141113281
2016-12-09,122.35892486572266
2016-12-12,121.06736755371094
2016-12-13,121.07616424560547
2016-12-14,119.5633544921875
2016-12-15,120.4569091796875
2016-12-16,120.2357406616211
2016-12-19,121.02310180664062
2016-12-20,122.04932403564453
2016-12-21,121.25314331054688
2016-12-22,120.20758819580078
2016-12-23,120.84709930419922
2016-12-27,121.38898468017578
2016-12-28,120.14534759521484
2016-12-29,120.25202178955078
2016-12-30,119.79007720947266
2017-01-03,120.38521575927734
2017-01-04,122.39282989501953
2017-01-05,120.98038482666016
2017-01-06,120.53618621826172
2017-01-09,119.74567413330078
2017-01-10,120.89155578613281
2017-01-11,121.10477447509766
2017-01-12,120.17204284667969
2017-01-13,121.04255676269531
2017-01-17,119.39915466308594
2017-01-18,119.79007720947266
2017-01-19,118.8128890991211
2017-01-20,119.42589569091797
2017-01-23,118.92838287353516
2017-01-24,120.74945068359375
2017-01-25,121.88650512695312
2017-01-26,121.39791870117188
2017-01-27,120.98038482666016
2017-01-30,119.2925796508789
2017-01-31,120.12759399414062
2017-02-01,120.05652618408203
2017-02-02,119.75450897216797
2017-02-03,121.58445739746094
2017-02-06,120.66944122314453
2017-02-07,120.13646697998047
2017-02-08,119.92328643798828
2017-02-09,121.61112976074219
2017-02-10,122.53495788574219
2017-02-13,122.8547592163086
2017-02-14,123.26336669921875
2017-02-15,124.00069427490234
2017-02-16,123.65421295166016
2017-02-17,123.57430267333984
2017-02-21,124.54259490966797
2017-02-22,123.9918212890625
2017-02-23,123.25452423095703
2017-02-24,123.16565704345703
2017-02-27,124.36489868164062
2017-02-28,122.4461441040039
2017-03-01,124.6847152709961
2017-03-02,123.25452423095703
2017-03-03,123.16565704345703
2017-03-06,122.32172393798828
2017-03-07,121.52227783203125
2017-03-08,120.7227554321289
2017-03-09,120.24308776855469
2017-03-10,120.7761001586914
2017-03-13,121.06033325195312
2017-03-14,120.48294830322266
2017-03-15,122.34839630126953
2017-03-16,122.50831604003906
2017-03-17,122.99689483642578
2017-03-20,122.4638900756836
2017-03-21,119.00835418701172
2017-03-22,119.03497314453125
2017-03-23,119.72785949707031
2017-03-24,119.81428527832031
2017-03-27,120.03700256347656
2017-03-28,120.972412109375
2017-03-29,121.36441802978516
2017-03-30,122.28202056884766
2017-03-31,122.47798919677734
2017-04-03,121.18620300292969
2017-04-04,121.04367065429688
2017-04-05,119.67176055908203
2017-04-06,120.78536987304688
2017-04-07,120.73186492919922
2017-04-10,120.99915313720703
2017-04-11,121.9613265991211
2017-04-12,120.30424499511719
2017-04-13,119.1283187866211
2017-04-17,120.52694702148438
2017-04-18,120.55374145507812
2017-04-19,120.972412109375
2017-04-20,122.51366424560547
2017-04-21,122.23748779296875
2017-04-24,123.76091766357422
2017-04-25,124.96353149414062
2017-04-26,125.60501098632812
2017-04-27,125.56935119628906
2017-04-28,123.88558197021484
2017-05-01,124.59827423095703
2017-05-02,123.96573638916016
2017-05-03,123.19956970214844
2017-05-04,123.03030395507812
2017-05-05,123.8232421875
2017-05-08,123.3065185546875
2017-05-09,123.25310516357422
2017-05-10,124.01921081542969
2017-05-11,123.15507507324219
2017-05-12,122.5047378540039
2017-05-15,123.4580078125
2017-05-16,123.50251770019531
2017-05-17,120.17063903808594
2017-05-18,120.607177734375
2017-05-19,121.18620300292969
2017-05-22,122.00582885742188
2017-05-23,122.40672302246094
2017-05-24,122.48689270019531
2017-05-25,122.56708526611328
2017-05-26,122.53144836425781
2017-05-30,121.56930541992188
2017-05-31,121.44459533691406
2017-06-01,123.78759002685547
2017-06-02,124.58942413330078
2017-06-05,123.81431579589844
2017-06-06,123.69854736328125
2017-06-07,123.81431579589844
2017-06-08,125.5069351196289
2017-06-09,126.15731048583984
2017-06-12,125.95245361328125
2017-06-13,126.59391021728516
2017-06-14,125.84549713134766
2017-06-15,125.20408630371094
2017-06-16,124.89229583740234
2017-06-19,125.81880187988281
2017-06-20,124.54483795166016
2017-06-21,124.23302459716797
2017-06-22,124.70519256591797
2017-06-23,125.53373718261719
2017-06-26,125.68513488769531
2017-06-27,124.58050537109375
2017-06-28,126.4869384765625
2017-06-29,125.73861694335938
2017-06-30,125.54257202148438
2017-07-03,126.59391021728516
2017-07-05,126.1395034790039
2017-07-06,124.49231719970703
2017-07-07,125.70018768310547
2017-07-10,125.15442657470703
2017-07-11,125.52128601074219
2017-07-12,126.48754119873047
2017-07-13,126.59495544433594
2017-07-14,126.80966186523438
2017-07-17,127.10494232177734
2017-07-18,126.77387237548828
2017-07-19,128.03541564941406
2017-07-20,128.1248779296875
2017-07-21,127.54335021972656
2017-07-24,127.72225189208984
2017-07-25,128.8854217529297
2017-07-26,128.1696319580078
2017-07-27,127.35543823242188
2017-07-28,127.0154800415039
2017-07-31,126.61282348632812
2017-08-01,126.85440826416016
2017-08-02,125.46759033203125
2017-08-03,124.84126281738281
2017-08-04,125.44970703125
2017-08-07,125.65547943115234
2017-08-08,125.26181030273438
2017-08-09,124.17916870117188
2017-08-10,121.92444610595703
2017-08-11,122.1034164428711
2017-08-14,123.95547485351562
2017-08-15,122.93548583984375
2017-08-16,122.97128295898438
2017-08-17,120.72551727294922
2017-08-18,120.7165756225586
2017-08-21,120.6360855102539
2017-08-22,121.94234466552734
2017-08-23,121.74549865722656
2017-08-24,122.1213150024414
2017-08-25,122.47020721435547
2017-08-28,122.98919677734375
2017-08-29,123.0159912109375
2017-08-30,123.80340576171875
2017-08-31,125.02023315429688
2017-09-01,125.72703552246094
2017-09-05,124.51915740966797
2017-09-06,124.7786636352539
2017-09-07,124.46549987792969
2017-09-08,124.5638656616211
2017-09-11,125.87019348144531
2017-09-12,126.63969421386719
2017-09-13,127.0154800415039
2017-09-14,126.8991470336914
2017-09-15,127.41808319091797
2017-09-18,128.28598022460938
2017-09-19,128.28598022460938
2017-09-20,128.69752502441406
2017-09-21,128.56333923339844
2017-09-22,129.10911560058594
2017-09-25,129.2880401611328
2017-09-26,129.69972229003906
2017-09-27,132.23794555664062
2017-09-28,132.58773803710938
2017-09-29,132.9016571044922
2017-10-02,134.5339813232422
2017-10-03,134.82994079589844
2017-10-04,134.39947509765625
2017-10-05,134.7672119140625
2017-10-06,134.57884216308594
2017-10-09,134.022705078125
2017-10-10,134.40846252441406
2017-10-11,134.3097686767578
2017-10-12,134.21112060546875
2017-10-13,133.96896362304688
2017-10-16,133.8523406982422
2017-10-17,133.46669006347656
2017-10-18,134.1034698486328
2017-10-19,133.89718627929688
2017-10-20,134.51605224609375
2017-10-23,133.5115203857422
2017-10-24,133.78958129882812
2017-10-25,133.14381408691406
2017-10-26,133.42184448242188
2017-10-27,134.3456268310547
2017-10-30,132.92855834960938
2017-10-31,133.8702850341797
2017-11-01,132.9823760986328
2017-11-02,133.37701416015625
2017-11-03,133.2872772216797
2017-11-06,133.43978881835938
2017-11-07,131.8433380126953
2017-11-08,132.02276611328125
2017-11-09,131.5563201904297
2017-11-10,131.45767211914062
2017-11-13,131.49349975585938
2017-11-14,131.13478088378906
2017-11-15,130.61459350585938
2017-11-16,132.53395080566406
2017-11-17,133.14381408691406
2017-11-20,134.1124267578125
2017-11-21,135.51156616210938
2017-11-22,135.33224487304688
2017-11-24,135.38609313964844
2017-11-27,134.97348022460938
2017-11-28,137.0990753173828
2017-11-29,137.5565643310547
2017-11-30,137.8076171875
2017-12-01,137.2425994873047
2017-12-04,136.73133850097656
2017-12-05,135.3680877685547
2017-12-06,134.73135375976562
2017-12-07,135.6730194091797
2017-12-08,135.7986297607422
2017-12-11,135.7448272705078
2017-12-12,135.3232879638672
2017-12-13,136.13047790527344
2017-12-14,134.62368774414062
2017-12-15,136.54302978515625
2017-12-18,138.39068603515625
2017-12-19,137.2964630126953
2017-12-20,137.56546020507812
2017-12-21,138.16778564453125
2017-12-22,137.91566467285156
2017-12-26,137.99671936035156
2017-12-27,137.86166381835938
2017-12-28,138.40185546875
2017-12-29,137.2584686279297
2018-01-02,138.5548858642578
2018-01-03,138.6989288330078
2018-01-04,139.06808471679688
2018-01-05,139.3561248779297
2018-01-08,139.5722198486328
2018-01-09,139.38316345214844
2018-01-10,139.40115356445312
2018-01-11,141.79592895507812
2018-01-12,142.3901824951172
2018-01-16,140.57150268554688
2018-01-17,141.9039764404297
2018-01-18,140.9316864013672
2018-01-19,142.78628540039062
2018-01-22,143.551513671875
2018-01-23,144.0106964111328
2018-01-24,143.11936950683594
2018-01-25,143.1734161376953
2018-01-26,143.68658447265625
2018-01-29,142.87631225585938
2018-01-30,141.50779724121094
2018-01-31,140.76962280273438
2018-02-01,141.21075439453125
2018-02-02,138.49188232421875
2018-02-05,133.17112731933594
2018-02-06,134.7646484375
2018-02-07,134.8997344970703
2018-02-08,130.93846130371094
2018-02-09,132.13583374023438
2018-02-12,133.3872528076172
2018-02-13,133.67529296875
2018-02-14,136.0791473388672
2018-02-15,137.56459045410156
2018-02-16,138.05072021484375
2018-02-20,136.9164581298828
2018-02-21,137.06044006347656
2018-02-22,136.8443603515625
2018-02-23,138.626953125
2018-02-26,139.5362548828125
2018-02-27,137.52857971191406
2018-02-28,135.35888671875
2018-03-01,134.99874877929688
2018-03-02,137.15940856933594
2018-03-05,138.38385009765625
2018-03-06,139.87835693359375
2018-03-07,141.11172485351562
2018-03-08,140.8236541748047
2018-03-09,143.07437133789062
2018-03-12,143.3264617919922
2018-03-13,142.66021728515625
2018-03-14,141.98504638671875
2018-03-15,141.2738037109375
2018-03-16,142.0660400390625
2018-03-19,140.69757080078125
2018-03-20,140.66159057617188
2018-03-21,141.48081970214844
2018-03-22,138.3784942626953
2018-03-23,135.40069580078125
2018-03-26,138.36045837402344
2018-03-27,135.68040466308594
2018-03-28,135.63531494140625
2018-03-29,137.00692749023438
2018-04-02,133.66812133789062
2018-04-03,135.58116149902344
2018-04-04,137.3046417236328
2018-04-05,138.44168090820312
2018-04-06,135.68040466308594
2018-04-09,135.84278869628906
2018-04-10,138.4055938720703
2018-04-11,138.70338439941406
2018-04-12,139.65086364746094
2018-04-13,138.91993713378906
2018-04-16,140.20130920410156
2018-04-17,141.72628784179688
2018-04-18,142.1053009033203
2018-04-19,141.1217498779297
2018-04-20,140.36370849609375
2018-04-23,140.15621948242188
2018-04-24,139.3530731201172
2018-04-25,139.1455078125
2018-04-26,139.7861785888672
2018-04-27,139.5876922607422
2018-04-30,138.35147094726562
2018-05-01,139.02822875976562
2018-05-02,139.5516357421875
2018-05-03,138.79354858398438
2018-05-04,140.52615356445312
2018-05-07,141.7172393798828
2018-05-08,142.42115783691406
2018-05-09,143.1881561279297
2018-05-10,143.9551544189453
2018-05-11,144.2349395751953
2018-05-14,143.68446350097656
2018-05-15,143.71151733398438
2018-05-16,145.2094268798828
2018-05-17,145.87722778320312
2018-05-18,146.066650390625
2018-05-21,147.0322723388672
2018-05-22,145.96746826171875
2018-05-23,146.1569366455078
2018-05-24,146.21107482910156
2018-05-25,145.94940185546875
2018-05-29,145.75091552734375
2018-05-30,148.06094360351562
2018-05-31,146.87884521484375
2018-06-01,147.84434509277344
2018-06-04,148.62940979003906
2018-06-05,149.54983520507812
2018-06-06,150.63267517089844
2018-06-07,149.8115234375
2018-06-08,150.26271057128906
2018-06-11,150.48831176757812
2018-06-12,151.17413330078125
2018-06-13,150.5785675048828
2018-06-14,151.38160705566406
2018-06-15,151.42672729492188
2018-06-18,152.13966369628906
2018-06-19,152.1487274169922
2018-06-20,153.37591552734375
2018-06-21,151.9411163330078
2018-06-22,151.43580627441406
2018-06-25,148.96331787109375
2018-06-26,149.82957458496094
2018-06-27,147.42930603027344
2018-06-28,147.8804473876953
2018-06-29,147.78125
2018-07-02,148.80087280273438
2018-07-03,149.39407348632812
2018-07-05,151.09664916992188
2018-07-06,152.3736114501953
2018-07-09,153.3336181640625
2018-07-10,152.63621520996094
2018-07-11,151.34120178222656
2018-07-12,152.0747528076172
2018-07-13,151.62197875976562
2018-07-16,151.03326416015625
2018-07-17,151.70347595214844
2018-07-18,152.12911987304688
2018-07-19,153.20681762695312
2018-07-20,152.58192443847656
2018-07-23,152.7721405029297
2018-07-24,151.1419677734375
2018-07-25,151.6943817138672
2018-07-26,152.50950622558594
2018-07-27,149.66574096679688
2018-07-30,148.7057647705078
2018-07-31,150.2182159423828
2018-08-01,150.1185760498047
2018-08-02,151.2144012451172
2018-08-03,150.68911743164062
2018-08-06,151.5314178466797
2018-08-07,151.89364624023438
2018-08-08,151.7578125
2018-08-09,152.14724731445312
2018-08-10,151.72157287597656
2018-08-13,150.8340606689453
2018-08-14,152.32835388183594
2018-08-15,150.41744995117188
2018-08-16,151.8121337890625
2018-08-17,152.46421813964844
2018-08-20,152.88986206054688
2018-08-21,154.6467742919922
2018-08-22,155.02716064453125
2018-08-23,154.5561981201172
2018-08-24,155.39845275878906
2018-08-27,155.62486267089844
2018-08-28,155.76976013183594
2018-08-29,156.2226104736328
2018-08-30,156.09579467773438
2018-08-31,156.69349670410156
2018-09-04,155.9961700439453
2018-09-05,155.57960510253906
2018-09-06,154.529052734375
2018-09-07,154.44754028320312
2018-09-10,154.63771057128906
2018-09-11,154.89126586914062
2018-09-12,154.52000427246094
2018-09-13,154.5561981201172
2018-09-14,155.2082977294922
2018-09-17,153.56002807617188
